ID,site number,site location,cluster name,site acronym,date,month,sample type,MIB (ng/L) ASU,Geosmin  (ng/L) ASU,Beta-cyclocitral (ng/L),IPMP Recovery (%),MIB (ng/L) Phoenix,Geosmin  (ng/L) Phoenix,comments
4948,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,10/11/2005,10/11/2005,,0,0,,,,,
4949,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,10/11/2005,10/11/2005,,8.1,0,,,,,
4950,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,10/11/2005,10/11/2005,,8.2,0,,,,,
4951,R9A,Saguaro Lake near inlet,salt,saguaro-epi,10/11/2005,10/11/2005,,10.6,0,,,,,
4952,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,10/11/2005,10/11/2005,,11.5,0,,,,,
4953,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,10/11/2005,10/11/2005,,10.2,0,,,,,
4954,R20,Verde River at Tangle,verde,verde abv horseshoe,10/11/2005,10/11/2005,,46.7,0,7,,,,
4955,Havasu 1,Havasu lake Sample,,Havasu 1,10/11/2005,10/11/2005,,3.9,0,0,,,,
4956,Havasu 2,Havasu lake Sample,,Havasu 2,10/11/2005,10/11/2005,,,,,,,,
4957,Roosvelt,SRP above Roosevelt Lake,,Above Roosevelt,10/11/2005,10/11/2005,,,,,,,,
4958,R1,CAP canal above Waddell Canal,cap,cap-siphon,10/11/2005,10/11/2005,,,,,,,,
4959,R4,Cap Canal at 7th St.,cap,cap @ 7th st,10/11/2005,10/11/2005,,,,,,,,
4960,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,10/11/2005,10/11/2005,,,,,,,,
4961,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,10/11/2005,10/11/2005,,,,,,,,
4962,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,10/11/2005,10/11/2005,,,,,,,,
4963,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,10/11/2005,10/11/2005,,,,,,,,
4964,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,10/11/2005,10/11/2005,,,,,,,,
4965,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,10/11/2005,10/11/2005,,,,,,,,
4966,R3,Waddell Canal,cap,waddell canal,10/25/2005,10/25/2005,,0,0,0,,,,
4967,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,10/25/2005,10/25/2005,,8.8,0,0,,,,
4968,R11,CAP Canal at Cross-connect,cap,cap @ x con,10/25/2005,10/25/2005,,0,0,0,,,,
4969,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,10/25/2005,10/25/2005,,4.8,0,0,,,,
4970,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,10/25/2005,10/25/2005,,3.1,0,0,,,,
4971,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,10/25/2005,10/25/2005,,5.5,4.7,0,,,,
4972,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,10/25/2005,10/25/2005,,3.3,0,0,,,,
4973,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,10/25/2005,10/25/2005,,5.5,3.3,0,,,,
4974,R17,Deer Valley WTP treated water,srp,deer valley-treated,10/25/2005,10/25/2005,,3.5,0,0,,,,
4975,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,10/25/2005,10/25/2005,,4.1,0,0,,,,
4976,R19,Val Vista WTP treated water,srp,val vista-treated,10/25/2005,10/25/2005,,5.5,0,0,,,,
4977,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,10/25/2005,10/25/2005,,7.1,3.6,0,,,,
4978,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,10/25/2005,10/25/2005,,4.4,2.5,0,,,,
4979,R25,verde river at beeline highway,verde,verde @ beeline,10/25/2005,10/25/2005,,3.8,0,0,,,,
4980,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,10/25/2005,10/25/2005,,3.3,0,0,,,,
4981,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,10/25/2005,10/25/2005,,4.4,0,0,,,,
4982,UH In,Union Hills Inlet,cap,Union Hills Inlet,10/25/2005,10/25/2005,,0,0,0,,,,
4983,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,10/25/2005,10/25/2005,,0,0,0,,,,
4984,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,10/25/2005,10/25/2005,,4,5.5,14.7,,,,
4985,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,10/25/2005,10/25/2005,,4.4,2.3,0,,,,
4986,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,10/25/2005,10/25/2005,,5.6,0,0,,,,
4987,HTC,Head of the Tempe Canal,tempe,head of tempe canal,10/25/2005,10/25/2005,,5.5,0,0,,,,
4988,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,10/25/2005,10/25/2005,,2.9,0,0,,,,
4989,SPT Out,Tempe's South Plant treated water,tempe,STP Out,10/25/2005,10/25/2005,,3.7,12.4,0,,,,
4990,Green In,Greenway WTP Inlet,srp,Green In,10/25/2005,10/25/2005,,4.7,2.1,0,,,,
4991,Green Out,Greenway WTP Outlet,srp,Green Out,10/25/2005,10/25/2005,,0,0,0,,,,
4992,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,10/25/2005,10/25/2005,,,,,,,,
4993,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,10/25/2005,10/25/2005,,,,,,,,
4994,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,10/25/2005,10/25/2005,,,,,,,,
4995,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,10/25/2005,10/25/2005,,,,,,,,
4996,R9A,Saguaro Lake near inlet,salt,saguaro-epi,10/25/2005,10/25/2005,,,,,,,,
4997,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,10/25/2005,10/25/2005,,,,,,,,
4998,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,10/25/2005,10/25/2005,,,,,,,,
4999,R20,Verde River at Tangle,verde,verde abv horseshoe,10/25/2005,10/25/2005,,,,,,,,
5000,Havasu 1,Havasu lake Sample,,Havasu 1,10/25/2005,10/25/2005,,,,,,,,
5001,Havasu 2,Havasu lake Sample,,Havasu 2,10/25/2005,10/25/2005,,,,,,,,
5002,Roosvelt,SRP above Roosevelt Lake,,Above Roosevelt,10/25/2005,10/25/2005,,,,,,,,
5003,R1,CAP canal above Waddell Canal,cap,cap-siphon,10/25/2005,10/25/2005,,,,,,,,
5004,R4,Cap Canal at 7th St.,cap,cap @ 7th st,10/25/2005,10/25/2005,,,,,,,,
5005,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,10/25/2005,10/25/2005,,,,,,,,
5006,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,10/25/2005,10/25/2005,,,,,,,,
5007,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,10/25/2005,10/25/2005,,,,,,,,
5008,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,10/25/2005,10/25/2005,,,,,,,,
5009,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,10/25/2005,10/25/2005,,,,,,,,
5010,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,10/25/2005,10/25/2005,,,,,,,,
5011,R3,Waddell Canal,cap,waddell canal,11/15/2005,11/15/2005,,0,0,8.1,,,,
5012,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,11/15/2005,11/15/2005,,6.5,0,8.4,,,,
5013,R11,CAP Canal at Cross-connect,cap,cap @ x con,11/15/2005,11/15/2005,,0,0,6.2,,,,
5014,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,11/15/2005,11/15/2005,,4.6,0,2.6,,,,
5015,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,11/15/2005,11/15/2005,,4.2,0,0,,,,
5016,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,11/15/2005,11/15/2005,,4.4,0,0,,,,
5017,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,11/15/2005,11/15/2005,,4.1,0,0,,,,
5018,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,11/15/2005,11/15/2005,,5.5,0,0,,,,
5019,R17,Deer Valley WTP treated water,srp,deer valley-treated,11/15/2005,11/15/2005,,0,0,5.7,,,,
5020,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,11/15/2005,11/15/2005,,5.4,0,3.9,,,,
5021,R19,Val Vista WTP treated water,srp,val vista-treated,11/15/2005,11/15/2005,,,,,,,,
5022,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,11/15/2005,11/15/2005,,5.2,0,8.1,,,,
5023,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,11/15/2005,11/15/2005,,5.4,0,8,,,,
5024,R25,verde river at beeline highway,verde,verde @ beeline,11/15/2005,11/15/2005,,5.5,0,5.8,,,,
5025,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,11/15/2005,11/15/2005,,4.4,0,8.7,,,,
5026,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,11/15/2005,11/15/2005,,4.8,0,10.6,,,,
5027,UH In,Union Hills Inlet,cap,Union Hills Inlet,11/15/2005,11/15/2005,,3.5,0,0,,,,
5028,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,11/15/2005,11/15/2005,,4.3,0,0,,,,
5029,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,11/15/2005,11/15/2005,,4.5,0,5.4,,,,
5030,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,11/15/2005,11/15/2005,,,,,,,,
5376,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,7/11/2006,7/11/2006,,2.2,10.4,9.7,,,,
5377,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,7/11/2006,7/11/2006,,0,4.5,0,,,,
5378,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,7/11/2006,7/11/2006,,4.7,15.9,17.2,,,,
5379,R17,Deer Valley WTP treated water,srp,deer valley-treated,7/11/2006,7/11/2006,,0,0,0,,,,
5380,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,7/11/2006,7/11/2006,,0,15.7,3.7,,,,
5381,R19,Val Vista WTP treated water,srp,val vista-treated,7/11/2006,7/11/2006,,0,6.4,0,,,,
5382,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,7/11/2006,7/11/2006,,0,12.4,25.4,,,,
5383,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,7/11/2006,7/11/2006,,0,13.7,10.2,,,,
5384,R25,verde river at beeline highway,verde,verde @ beeline,7/11/2006,7/11/2006,,19.6,10.7,22,,,,
5385,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,7/11/2006,7/11/2006,,4,13.5,7.5,,,,
5386,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,7/11/2006,7/11/2006,,0,13.7,9.3,,,,
5387,UH In,Union Hills Inlet,cap,Union Hills Inlet,7/11/2006,7/11/2006,,0,0,4.6,,,,
5388,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,7/11/2006,7/11/2006,,0,2.3,0,,,,
5389,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,7/11/2006,7/11/2006,,0,15.2,7.8,,,,
5390,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,7/11/2006,7/11/2006,,0,3.5,2.6,,,,
5391,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,7/11/2006,7/11/2006,,2.7,16.2,8.7,,,,
5392,HTC,Head of the Tempe Canal,tempe,head of tempe canal,7/11/2006,7/11/2006,,0,15.8,8.2,,,,
5393,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,7/11/2006,7/11/2006,,0,6.1,0,,,,
5394,SPT Out,Tempe's South Plant treated water,tempe,STP Out,7/11/2006,7/11/2006,,0,5.5,0,,,,
5395,Green In,Greenway WTP Inlet,srp,Green In,7/11/2006,7/11/2006,,0,13.3,6.2,,,,
5396,Green Out,Greenway WTP Outlet,srp,Green Out,7/11/2006,7/11/2006,,0,4.9,5.5,,,,
5397,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,7/11/2006,7/11/2006,,0,0,0,,,,
5398,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,7/11/2006,7/11/2006,,7.8,2.5,6.8,,,,
5399,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,7/11/2006,7/11/2006,,19.4,0,3.6,,,,
5400,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,7/11/2006,7/11/2006,,3,26.3,3.3,,,,
5401,R9A,Saguaro Lake near inlet,salt,saguaro-epi,7/11/2006,7/11/2006,,3,368.2,9.3,,,,
5402,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,7/11/2006,7/11/2006,,3.1,375.1,9.1,,,,
5403,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,7/11/2006,7/11/2006,,0,2.9,3.1,,,,
5404,R20,Verde River at Tangle,verde,verde abv horseshoe,7/11/2006,7/11/2006,,21.2,18.4,12.5,,,,
5405,Havasu 1,Havasu lake Sample,,Havasu 1,7/11/2006,7/11/2006,,0,2.1,6.7,,,,
5406,Havasu 2,Havasu lake Sample,,Havasu 2,7/11/2006,7/11/2006,,,,,,,,
5407,Roosvelt,SRP above Roosevelt Lake,,Above Roosevelt,7/11/2006,7/11/2006,,,,,,,,
5408,R1,CAP canal above Waddell Canal,cap,cap-siphon,7/11/2006,7/11/2006,,,,,,,,
5409,R4,Cap Canal at 7th St.,cap,cap @ 7th st,7/11/2006,7/11/2006,,,,,,,,
5410,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,7/11/2006,7/11/2006,,,,,,,,
5411,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,7/11/2006,7/11/2006,,,,,,,,
5412,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,7/11/2006,7/11/2006,,,,,,,,
5413,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,7/11/2006,7/11/2006,,,,,,,,
5414,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,7/11/2006,7/11/2006,,,,,,,,
5415,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,7/11/2006,7/11/2006,,,,,,,,
5416,R3,Waddell Canal,cap,waddell canal,8/15/2006,8/15/2006,,0,2.2,0,,,,
5417,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,8/15/2006,8/15/2006,,19.4,8.7,9.5,,,,
5418,R11,CAP Canal at Cross-connect,cap,cap @ x con,8/15/2006,8/15/2006,,,,,,,,
5419,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,8/15/2006,8/15/2006,,0,22.1,4.8,,,,
5420,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,8/15/2006,8/15/2006,,13.2,12.1,10.4,,,,
5421,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,8/15/2006,8/15/2006,,8.5,13.1,2.7,,,,
5422,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,8/15/2006,8/15/2006,,6.3,6.4,3.7,,,,
5423,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,8/15/2006,8/15/2006,,14.3,14.7,0,,,,
5424,R17,Deer Valley WTP treated water,srp,deer valley-treated,8/15/2006,8/15/2006,,11.7,9.2,5.4,,,,
5425,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,8/15/2006,8/15/2006,,11.7,9.9,6,,,,
5426,R19,Val Vista WTP treated water,srp,val vista-treated,8/15/2006,8/15/2006,,9.3,6.7,7.6,,,,
5427,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,8/15/2006,8/15/2006,,11.7,15.5,3.3,,,,
5270,Havasu 1,Havasu lake Sample,,Havasu 1,4/10/2006,4/10/2006,,3.5,0,4.2,,,,
5271,Havasu 2,Havasu lake Sample,,Havasu 2,4/10/2006,4/10/2006,,,,,,,,
5272,Roosvelt,SRP above Roosevelt Lake,,Above Roosevelt,4/10/2006,4/10/2006,,,,,,,,
5273,R1,CAP canal above Waddell Canal,cap,cap-siphon,4/10/2006,4/10/2006,,,,,,,,
5274,R4,Cap Canal at 7th St.,cap,cap @ 7th st,4/10/2006,4/10/2006,,,,,,,,
5275,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,4/10/2006,4/10/2006,,,,,,,,
5276,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,4/10/2006,4/10/2006,,,,,,,,
5277,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,4/10/2006,4/10/2006,,,,,,,,
5278,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,4/10/2006,4/10/2006,,,,,,,,
5279,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,4/10/2006,4/10/2006,,,,,,,,
5280,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,4/10/2006,4/10/2006,,,,,,,,
5281,R3,Waddell Canal,cap,waddell canal,5/14/2006,5/14/2006,,0,0,0,,,,
5282,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,5/14/2006,5/14/2006,,0,0,0,,,,
5283,R11,CAP Canal at Cross-connect,cap,cap @ x con,5/14/2006,5/14/2006,,0,2.4,0,,,,
5284,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,5/14/2006,5/14/2006,,0,0,0,,,,
5285,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,5/14/2006,5/14/2006,,0,0,0,,,,
5286,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,5/14/2006,5/14/2006,,0,0,0,,,,
5287,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,5/14/2006,5/14/2006,,0,0,0,,,,
5288,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,5/14/2006,5/14/2006,,0,2.4,0,,,,
5289,R17,Deer Valley WTP treated water,srp,deer valley-treated,5/14/2006,5/14/2006,,0,0,0,,,,
5290,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,5/14/2006,5/14/2006,,0,2.5,0,,,,
5291,R19,Val Vista WTP treated water,srp,val vista-treated,5/14/2006,5/14/2006,,0,0,0,,,,
5292,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,5/14/2006,5/14/2006,,0,2.4,0,,,,
5293,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,5/14/2006,5/14/2006,,0,2.2,0,,,,
5294,R25,verde river at beeline highway,verde,verde @ beeline,5/14/2006,5/14/2006,,0,0,0,,,,
5295,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,5/14/2006,5/14/2006,,0,2.9,0,,,,
5428,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,8/15/2006,8/15/2006,,8.9,13,11.1,,,,
5429,R25,verde river at beeline highway,verde,verde @ beeline,8/15/2006,8/15/2006,,19.3,4.6,5.8,,,,
5430,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,8/15/2006,8/15/2006,,13.8,10.6,4.6,,,,
5431,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,8/15/2006,8/15/2006,,9.5,9.6,3.5,,,,
5432,UH In,Union Hills Inlet,cap,Union Hills Inlet,8/15/2006,8/15/2006,,0,8.2,5.7,,,,
5433,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,8/15/2006,8/15/2006,,0,7.7,0,,,,
5434,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,8/15/2006,8/15/2006,,10.5,15,6.4,,,,
5435,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,8/15/2006,8/15/2006,,9.6,6.1,0,,,,
5436,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,8/15/2006,8/15/2006,,15.2,9.4,7.1,,,,
5437,HTC,Head of the Tempe Canal,tempe,head of tempe canal,8/15/2006,8/15/2006,,10.4,15.3,15.6,,,,
5438,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,8/15/2006,8/15/2006,,7.7,6.1,0,,,,
5439,SPT Out,Tempe's South Plant treated water,tempe,STP Out,8/15/2006,8/15/2006,,5.1,2.9,0,,,,
5440,Green In,Greenway WTP Inlet,srp,Green In,8/15/2006,8/15/2006,,13.8,11.3,0,,,,
5441,Green Out,Greenway WTP Outlet,srp,Green Out,8/15/2006,8/15/2006,,0,0,0,,,,
5442,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,8/15/2006,8/15/2006,,6.5,0,0,,,,
5443,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,8/15/2006,8/15/2006,,36.7,0,5.1,,,,
5444,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,8/15/2006,8/15/2006,,77.8,3,0,,,,
5445,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,8/15/2006,8/15/2006,,15.2,0,0,,,,
5446,R9A,Saguaro Lake near inlet,salt,saguaro-epi,8/15/2006,8/15/2006,,31.1,16.7,8.6,,,,
5447,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,8/15/2006,8/15/2006,,31.2,19.5,8,,,,
5448,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,8/15/2006,8/15/2006,,15.4,5.6,0,,,,
5449,R20,Verde River at Tangle,verde,verde abv horseshoe,8/15/2006,8/15/2006,,9.9,10.2,11.4,,,,
5450,Havasu 1,Havasu lake Sample,,Havasu 1,8/15/2006,8/15/2006,,2.2,2.6,0,,,,
5451,Havasu 2,Havasu lake Sample,,Havasu 2,8/15/2006,8/15/2006,,,,,,,,
5452,Roosvelt,SRP above Roosevelt Lake,,Above Roosevelt,8/15/2006,8/15/2006,,,,,,,,
5453,R1,CAP canal above Waddell Canal,cap,cap-siphon,8/15/2006,8/15/2006,,,,,,,,
5454,R4,Cap Canal at 7th St.,cap,cap @ 7th st,8/15/2006,8/15/2006,,,,,,,,
5455,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,8/15/2006,8/15/2006,,,,,,,,
5456,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,8/15/2006,8/15/2006,,,,,,,,
5457,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,8/15/2006,8/15/2006,,,,,,,,
5458,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,8/15/2006,8/15/2006,,,,,,,,
5459,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,8/15/2006,8/15/2006,,,,,,,,
5460,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,8/15/2006,8/15/2006,,,,,,,,
5461,R3,Waddell Canal,cap,waddell canal,8/29/2006,8/29/2006,,,,,,,,
5462,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,8/29/2006,8/29/2006,,,,,,,,
5463,R11,CAP Canal at Cross-connect,cap,cap @ x con,8/29/2006,8/29/2006,,,,,,,,
5464,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,8/29/2006,8/29/2006,,,,,,,,
5465,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,8/29/2006,8/29/2006,,,,,,,,
5466,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,8/29/2006,8/29/2006,,14.7,8.4,4,,,,
5467,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,8/29/2006,8/29/2006,,8.6,3.3,0,,,,
5468,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,8/29/2006,8/29/2006,,9.6,5.6,0,,,,
5469,R17,Deer Valley WTP treated water,srp,deer valley-treated,8/29/2006,8/29/2006,,4.3,5.3,0,,,,
5470,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,8/29/2006,8/29/2006,,11.2,8.5,2.7,,,,
5471,R19,Val Vista WTP treated water,srp,val vista-treated,8/29/2006,8/29/2006,,5.7,3.3,0,,,,
5472,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,8/29/2006,8/29/2006,,,,,,,,
5473,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,8/29/2006,8/29/2006,,,,,,,,
5474,R25,verde river at beeline highway,verde,verde @ beeline,8/29/2006,8/29/2006,,,,,,,,
5475,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,8/29/2006,8/29/2006,,,,,,,,
5476,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,8/29/2006,8/29/2006,,12.4,7.3,3.7,,,,
5477,UH In,Union Hills Inlet,cap,Union Hills Inlet,8/29/2006,8/29/2006,,0,4.2,2,,,,
5478,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,8/29/2006,8/29/2006,,0,7.4,5.3,,,,
5479,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,8/29/2006,8/29/2006,,12.4,6.6,4.7,,,,
5480,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,8/29/2006,8/29/2006,,10.4,9,0,,,,
510,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,2/13/2001,2/1/2001,,0,0,,110,,,
511,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,2/13/2001,2/1/2001,,0,0,,117,,,
512,R3,Waddell Canal,cap,waddell canal,2/13/2001,2/1/2001,,0,0,,100,,,
513,R4,Cap Canal at 7th St.,cap,cap @ 7th st,2/15/2001,2/1/2001,,0,0,,111,,,
514,R4dup,Cap Canal at 7th St.,cap,cap @ 7th st,2/15/2001,2/1/2001,Field duplicate,0,0,,115,,,
515,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,2/13/2001,2/1/2001,,0,0,,90,,,
516,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,2/13/2001,2/1/2001,,0,0,,110,,,
517,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,2/13/2001,2/1/2001,,0,0,,106,,,
518,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,2/13/2001,2/1/2001,,0,0,,107,,,
519,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,2/14/2001,2/1/2001,,2.3,0,,80,,,
520,R9A,Saguaro Lake near inlet,salt,saguaro-epi,2/14/2001,2/1/2001,,2,0,,117,,,
521,R9Adup,Saguaro Lake near inlet,salt,saguaro-epi,2/14/2001,2/1/2001,Field duplicate,2,0,,109,,,
522,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,2/14/2001,2/1/2001,,,0,,105,,,
523,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,2/14/2001,2/1/2001,,20.3,2,,110,,,
524,R11,CAP Canal at Cross-connect,cap,cap @ x con,2/14/2001,2/1/2001,,,0,,109,0,2,
525,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,2/14/2001,2/1/2001,,7.7,0,,109,11,2,
526,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,2/14/2001,2/1/2001,,5.8,0,,87,,,
527,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,2/15/2001,2/1/2001,,8.6,0,,105,,,
528,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,2/15/2001,2/1/2001,,,,,,,,
