ID,site number,site location,cluster name,site acronym,date,month,depth (m),T (C),DO (mg/l),pH,"Secchi Disk, m",samples collected,sample type,comments
864,R21,AZ Canal - Central Ave (N. of Northern),srp,az canal @ central ave.,1/18/2001,1/1/2001,0,,,,,,,
865,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,1/18/2001,1/1/2001,0,,,,,,,
866,R1,CAP canal above Waddell Canal,cap,cap-siphon,2/14/2001,2/1/2001,0,8.43,,11.1,,,,
867,R2A,Lake Pleasant integrated sample,cap,pleasant-0m,2/14/2001,2/1/2001,0,10.8,10.4,8.5,,,,
868,R2-5,Lake Pleasant integrated sample,cap,pleasant-5m,2/14/2001,2/1/2001,5,10.8,9.45,8.5,,,,
869,R2-10,Lake Pleasant integrated sample,cap,pleasant-10m,2/14/2001,2/1/2001,10,10.8,9.34,8.5,,,,
870,R2-15,Lake Pleasant integrated sample,cap,pleasant-15m,2/14/2001,2/1/2001,15,10.8,8.92,8.4,,,,
871,R2-20,Lake Pleasant integrated sample,cap,pleasant-20m,2/14/2001,2/1/2001,20,10.8,9.27,8.3,,,,
872,R2-25,Lake Pleasant integrated sample,cap,pleasant-25m,2/14/2001,2/1/2001,25,10.8,8.63,8.2,,,,
873,R2-30,Lake Pleasant integrated sample,cap,pleasant-30m,2/14/2001,2/1/2001,30,10.8,8.55,8.1,,,,
874,R2-35,Lake Pleasant integrated sample,cap,pleasant-35m,2/14/2001,2/1/2001,35,10.8,8.34,,,,,
875,R2-40,Lake Pleasant integrated sample,cap,pleasant-40m,2/14/2001,2/1/2001,40,10.8,8.35,,,,,
876,R2-45,Lake Pleasant integrated sample,cap,pleasant-45m,2/14/2001,2/1/2001,45,,,,,,,
877,R3,Waddell Canal,cap,waddell canal,2/14/2001,2/1/2001,0,11,,8.4,,,,
878,R4,Cap Canal at 7th St.,cap,cap @ 7th st,2/15/2001,2/1/2001,0,11.4,10.12,8.5,,,,
879,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,2/14/2001,2/1/2001,0,10.6,,8.4,,,,
880,R6A,Bartlett Reservoir near outlet,verde,bartlett-0m,2/14/2001,2/1/2001,0,10,10.25,8.7,,,,
881,R6-5,Bartlett Reservoir near outlet,verde,bartlett-5m,2/14/2001,2/1/2001,5,10,9.24,8.7,,,,
882,R6-10,Bartlett Reservoir near outlet,verde,bartlett-10m,2/14/2001,2/1/2001,10,10,8.63,8.6,,,,
883,R6-15,Bartlett Reservoir near outlet,verde,bartlett-15m,2/14/2001,2/1/2001,15,10,9.02,8.5,,,,
884,R6-20,Bartlett Reservoir near outlet,verde,bartlett-20m,2/14/2001,2/1/2001,20,10,8.74,8.4,,,,
885,R6-25,Bartlett Reservoir near outlet,verde,bartlett-25m,2/14/2001,2/1/2001,25,9.9,6.81,8.2,,,,
886,R6-30,Bartlett Reservoir near outlet,verde,bartlett-30m,2/14/2001,2/1/2001,30,9.9,6.42,8.2,,,,
887,R6-35,Bartlett Reservoir near outlet,verde,bartlett-35m,2/14/2001,2/1/2001,35,,,,,,,
888,R6-40,Bartlett Reservoir near outlet,verde,bartlett-40m,2/14/2001,2/1/2001,40,,,,,,,
889,R6-45,Bartlett Reservoir near outlet,verde,bartlett-45m,2/14/2001,2/1/2001,45,,,,,,,
9135,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,10/7/2008,10/7/2008,,24.7,,8.5,,,,
9136,R11,CAP Canal at Cross-connect,cap,cap @ x con,10/7/2008,10/7/2008,,24,,8.3,,,,
9137,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,10/7/2008,10/7/2008,,23.2,,8.3,,,,
9138,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,10/7/2008,10/7/2008,,23.4,,8.3,,,,
9139,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,10/7/2008,10/7/2008,,22.2,,8.2,,,,
9140,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,10/7/2008,10/7/2008,,,,,,,,
9141,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,10/7/2008,10/7/2008,,22.6,,8.3,,,,
9142,R17,Deer Valley WTP treated water,srp,deer valley-treated,10/7/2008,10/7/2008,,,,,,,,
9143,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,10/7/2008,10/7/2008,,22.2,,8.2,,,,
9144,R19,Val Vista WTP treated water,srp,val vista-treated,10/7/2008,10/7/2008,,,,,,,,
9145,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,10/7/2008,10/7/2008,,22.4,,8.4,,,,
9146,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,10/7/2008,10/7/2008,,22.2,,8.1,,,,
9147,R25,verde river at beeline highway,verde,verde @ beeline,10/7/2008,10/7/2008,,23.5,,8.4,,,,
9148,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,10/7/2008,10/7/2008,,22.6,,8.3,,,,
9149,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,10/7/2008,10/7/2008,,21.4,,8,,,,
9150,UH In,Union Hills Inlet,cap,Union Hills Inlet,10/7/2008,10/7/2008,,,,,,,,
9151,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,10/7/2008,10/7/2008,,,,,,,,
9152,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,10/7/2008,10/7/2008,,,,,,,,
9153,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,10/7/2008,10/7/2008,,,,,,,,
9154,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,10/7/2008,10/7/2008,,23.1,,8.3,,,,
9155,HTC,Head of the Tempe Canal,tempe,head of tempe canal,10/7/2008,10/7/2008,,22.2,,8.2,,,,
9156,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,10/7/2008,10/7/2008,,,,,,,,
9157,SPT Out,Tempe's South Plant treated water,tempe,STP Out,10/7/2008,10/7/2008,,,,,,,,
9158,Green In,Greenway WTP Inlet,srp,Green In,10/7/2008,10/7/2008,,,,,,,,
9159,Green Out,Greenway WTP Outlet,srp,Green Out,10/7/2008,10/7/2008,,,,,,,,
9160,R2,Lake Pleasant integrated sample,cap,pleasant,10/7/2008,10/7/2008,,,,,,,,
9161,R2,Lake Pleasant integrated sample,cap,pleasant,10/7/2008,10/7/2008,,,,,,,,
9162,R2,Lake Pleasant integrated sample,cap,pleasant,10/7/2008,10/7/2008,,,,,,,,
9163,R2,Lake Pleasant integrated sample,cap,pleasant,10/7/2008,10/7/2008,,,,,,,,
9164,R2,Lake Pleasant integrated sample,cap,pleasant,10/7/2008,10/7/2008,,,,,,,,
9165,R2,Lake Pleasant integrated sample,cap,pleasant,10/7/2008,10/7/2008,,,,,,,,
9166,R2,Lake Pleasant integrated sample,cap,pleasant,10/7/2008,10/7/2008,,,,,,,,
9167,R2,Lake Pleasant integrated sample,cap,pleasant,10/7/2008,10/7/2008,,,,,,,,
9168,R2,Lake Pleasant integrated sample,cap,pleasant,10/7/2008,10/7/2008,,,,,,,,
9169,R2,Lake Pleasant integrated sample,cap,pleasant,10/7/2008,10/7/2008,,,,,,,,
9170,R2,Lake Pleasant integrated sample,cap,pleasant,10/7/2008,10/7/2008,,,,,,,,
9171,R2,Lake Pleasant integrated sample,cap,pleasant,10/7/2008,10/7/2008,,,,,,,,
9172,R2,Lake Pleasant integrated sample,cap,pleasant,10/7/2008,10/7/2008,,,,,,,,
9173,R2,Lake Pleasant integrated sample,cap,pleasant,10/7/2008,10/7/2008,,,,,,,,
9174,R2,Lake Pleasant integrated sample,cap,pleasant,10/7/2008,10/7/2008,,,,,,,,
9175,R2,Lake Pleasant integrated sample,cap,pleasant,10/7/2008,10/7/2008,,,,,,,,
9176,R2,Lake Pleasant integrated sample,cap,pleasant,10/7/2008,10/7/2008,,,,,,,,
9177,R2,Lake Pleasant integrated sample,cap,pleasant,10/7/2008,10/7/2008,,,,,,,,
9178,R2,Lake Pleasant integrated sample,cap,pleasant,10/7/2008,10/7/2008,,,,,,,,
9179,R2,Lake Pleasant integrated sample,cap,pleasant,10/7/2008,10/7/2008,,,,,,,,
9180,R2,Lake Pleasant integrated sample,cap,pleasant,10/7/2008,10/7/2008,,,,,,,,
9181,R6A,Bartlett Reservoir near outlet,verde,bartlett-0m,10/7/2008,10/7/2008,0,24.9,5.5,,4.57,,,
9182,R6-5,Bartlett Reservoir near outlet,verde,bartlett-5m,10/7/2008,10/7/2008,5,24.8,5.4,,,,,
9183,R6-10,Bartlett Reservoir near outlet,verde,bartlett-10m,10/7/2008,10/7/2008,10,24.8,5.3,,,,,
9184,R6-15,Bartlett Reservoir near outlet,verde,bartlett-15m,10/7/2008,10/7/2008,15,24.8,5.3,,,,,
9185,R6-20,Bartlett Reservoir near outlet,verde,bartlett-20m,10/7/2008,10/7/2008,20,24.8,5.4,,,,,
9186,R6-25,Bartlett Reservoir near outlet,verde,bartlett-25m,10/7/2008,10/7/2008,25,24.7,5.4,,,,,
9187,R6-30,Bartlett Reservoir near outlet,verde,bartlett-30m,10/7/2008,10/7/2008,30,21.9,0.4,,,,,
9188,R6-35,Bartlett Reservoir near outlet,verde,bartlett-35m,10/7/2008,10/7/2008,35,21.4,0.4,,,,,
9189,R6-40,Bartlett Reservoir near outlet,verde,bartlett-40m,10/7/2008,10/7/2008,40,20.9,0,,,,,
9190,R6-45,Bartlett Reservoir near outlet,verde,bartlett-45m,10/7/2008,10/7/2008,45,20.6,0,,,,,
9191,R6-50,Bartlett Reservoir near outlet,verde,bartlett-50m,10/7/2008,10/7/2008,50,,,,,,,
9192,R9A,Saguaro Lake near inlet,salt,saguaro-0m,10/7/2008,10/7/2008,0,23.5,51,,1.83,,,
9193,R9-5,Saguaro Lake near inlet,salt,saguaro-5m,10/7/2008,10/7/2008,5,23.5,5.1,,,,,
9194,R9-10,Saguaro Lake near inlet,salt,saguaro-10m,10/7/2008,10/7/2008,10,23.4,0.9,,,,,
9195,R9-15,Saguaro Lake near inlet,salt,saguaro-15m,10/7/2008,10/7/2008,15,22.1,0.2,,,,,
9196,R9-20,Saguaro Lake near inlet,salt,saguaro-20m,10/7/2008,10/7/2008,20,21.8,0.1,,,,,
9197,R9-25,Saguaro Lake near inlet,salt,saguaro-25m,10/7/2008,10/7/2008,25,21.5,0.1,,,,,
9198,R9-30,Saguaro Lake near inlet,salt,saguaro-30m,10/7/2008,10/7/2008,30,21.3,0,,,,,
9199,R9-35,Saguaro Lake near inlet,salt,saguaro-35m,10/7/2008,10/7/2008,35,,,,,,,
9200,R9-40,Saguaro Lake near inlet,salt,saguaro-40m,10/7/2008,10/7/2008,40,,,,,,,
9201,R9-45,Saguaro Lake near inlet,salt,saguaro-45m,10/7/2008,10/7/2008,45,,,,,,,
9202,R9-50,Saguaro Lake near inlet,salt,saguaro-50m,10/7/2008,10/7/2008,50,,,,,,,
9203,R20,Verde River at Tangle,verde,verde abv horseshoe,10/7/2008,10/7/2008,,,,,,,,
9204,Havasu 1,Havasu lake Sample,,Havasu 1,10/7/2008,10/7/2008,,,,,,,,
9205,Havasu 2,Havasu lake Sample,,Havasu 2,10/7/2008,10/7/2008,,,,,,,,
9206,Roosvelt,SRP above Roosevelt Lake,,Above Roosevelt,10/7/2008,10/7/2008,,,,,,,,
9207,R1,CAP canal above Waddell Canal,cap,cap-siphon,10/7/2008,10/7/2008,,,,,,,,
9208,R4,Cap Canal at 7th St.,cap,cap @ 7th st,10/7/2008,10/7/2008,,,,,,,,
9209,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,10/7/2008,10/7/2008,,,,,,,,
9210,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,10/7/2008,10/7/2008,,,,,,,,
9211,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,10/7/2008,10/7/2008,,,,,,,,
9212,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,10/7/2008,10/7/2008,,,,,,,,
9213,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,10/7/2008,10/7/2008,,,,,,,,
9214,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,10/7/2008,10/7/2008,,,,,,,,
9215,Glen In,Glendale WTP inlet,,Glen In,10/7/2008,10/7/2008,,23.4,,8.4,,,,
9216,Glen Out,Glendale WTP outlet,,Glen Out,10/7/2008,10/7/2008,,,,,,,,
9217,R3,Waddell Canal,cap,waddell canal,11/4/2008,11/4/2008,,20.1,,8.3,,,,
9218,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,11/4/2008,11/4/2008,,,,,,,,
9219,R11,CAP Canal at Cross-connect,cap,cap @ x con,11/4/2008,11/4/2008,,20.9,,8.3,,,,
9220,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,11/4/2008,11/4/2008,,20.2,,8.5,,,,
9221,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,11/4/2008,11/4/2008,,20.5,,8.4,,,,
9222,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,11/4/2008,11/4/2008,,20.4,,8.6,,,,
9223,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,11/4/2008,11/4/2008,,,,,,,,
9224,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,11/4/2008,11/4/2008,,20.4,,8.6,,,,
9225,R17,Deer Valley WTP treated water,srp,deer valley-treated,11/4/2008,11/4/2008,,,,,,,,
9226,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,11/4/2008,11/4/2008,,19.8,,8.4,,,,
9227,R19,Val Vista WTP treated water,srp,val vista-treated,11/4/2008,11/4/2008,,,,,,,,
9228,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,11/4/2008,11/4/2008,,20.1,,8.4,,,,
9229,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,11/4/2008,11/4/2008,,19.7,,8.4,,,,
9230,R25,verde river at beeline highway,verde,verde @ beeline,11/4/2008,11/4/2008,,20.6,,8.5,,,,
9231,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,11/4/2008,11/4/2008,,19.9,,8.5,,,,
9232,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,11/4/2008,11/4/2008,,19.6,,7.9,,,,
9233,UH In,Union Hills Inlet,cap,Union Hills Inlet,11/4/2008,11/4/2008,,,,,,,,
9234,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,11/4/2008,11/4/2008,,,,,,,,
9235,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,11/4/2008,11/4/2008,,,,,,,,
9236,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,11/4/2008,11/4/2008,,,,,,,,
9237,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,11/4/2008,11/4/2008,,20.6,,8.4,,,,
9238,HTC,Head of the Tempe Canal,tempe,head of tempe canal,11/4/2008,11/4/2008,,,,,,,,
9239,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,11/4/2008,11/4/2008,,,,,,,,
9240,SPT Out,Tempe's South Plant treated water,tempe,STP Out,11/4/2008,11/4/2008,,,,,,,,
9241,Green In,Greenway WTP Inlet,srp,Green In,11/4/2008,11/4/2008,,,,,,,,
9242,Green Out,Greenway WTP Outlet,srp,Green Out,11/4/2008,11/4/2008,,,,,,,,
9243,R2,Lake Pleasant integrated sample,cap,pleasant,11/4/2008,11/4/2008,47.4,21.4,8.61,8.24,,,,
9244,R2,Lake Pleasant integrated sample,cap,pleasant,11/4/2008,11/4/2008,46.2,21.4,8.62,8.24,,,,
9245,R2,Lake Pleasant integrated sample,cap,pleasant,11/4/2008,11/4/2008,42.8,21.4,8.69,8.24,,,,
9246,R2,Lake Pleasant integrated sample,cap,pleasant,11/4/2008,11/4/2008,39.1,21.4,8.84,8.24,,,,
9247,R2,Lake Pleasant integrated sample,cap,pleasant,11/4/2008,11/4/2008,36,21.5,8.65,8.22,,,,
9248,R2,Lake Pleasant integrated sample,cap,pleasant,11/4/2008,11/4/2008,32.3,21.5,8.85,8.22,,,,
9249,R2,Lake Pleasant integrated sample,cap,pleasant,11/4/2008,11/4/2008,29.4,21.4,8.93,8.24,,,,
9250,R2,Lake Pleasant integrated sample,cap,pleasant,11/4/2008,11/4/2008,26.6,21.5,8.62,8.22,,,,
9251,R2,Lake Pleasant integrated sample,cap,pleasant,11/4/2008,11/4/2008,23.5,21.5,8.62,8.22,,,,
9252,R2,Lake Pleasant integrated sample,cap,pleasant,11/4/2008,11/4/2008,20.3,21.5,8.54,8.2,,,,
9253,R2,Lake Pleasant integrated sample,cap,pleasant,11/4/2008,11/4/2008,17,21.6,8.21,8.18,,,,
9254,R2,Lake Pleasant integrated sample,cap,pleasant,11/4/2008,11/4/2008,13.8,21.6,8.04,8.18,,,,
9255,R2,Lake Pleasant integrated sample,cap,pleasant,11/4/2008,11/4/2008,10.5,21.6,8.07,8.18,,,,
9256,R2,Lake Pleasant integrated sample,cap,pleasant,11/4/2008,11/4/2008,7.3,21.6,8.05,8.17,,,,
9257,R2,Lake Pleasant integrated sample,cap,pleasant,11/4/2008,11/4/2008,3.9,21.6,8.07,8.18,,,,
9258,R2,Lake Pleasant integrated sample,cap,pleasant,11/4/2008,11/4/2008,1.3,21.5,8.51,8.21,,,,
9259,R2,Lake Pleasant integrated sample,cap,pleasant,11/4/2008,11/4/2008,0.4,21.5,8.57,8.21,,,,
9260,R2,Lake Pleasant integrated sample,cap,pleasant,11/4/2008,11/4/2008,,,,,,,,
9261,R2,Lake Pleasant integrated sample,cap,pleasant,11/4/2008,11/4/2008,,,,,,,,
9262,R2,Lake Pleasant integrated sample,cap,pleasant,11/4/2008,11/4/2008,,,,,,,,
9263,R2,Lake Pleasant integrated sample,cap,pleasant,11/4/2008,11/4/2008,,,,,,,,
9264,R6A,Bartlett Reservoir near outlet,verde,bartlett-0m,11/4/2008,11/4/2008,0,20.5,5.9,,1.83,,,
9265,R6-5,Bartlett Reservoir near outlet,verde,bartlett-5m,11/4/2008,11/4/2008,5,20.4,5.6,,,,,
9266,R6-10,Bartlett Reservoir near outlet,verde,bartlett-10m,11/4/2008,11/4/2008,10,20.4,5.6,,,,,
9267,R6-15,Bartlett Reservoir near outlet,verde,bartlett-15m,11/4/2008,11/4/2008,15,20.4,5.5,,,,,
9268,R6-20,Bartlett Reservoir near outlet,verde,bartlett-20m,11/4/2008,11/4/2008,20,20.4,5.4,,,,,
9269,R6-25,Bartlett Reservoir near outlet,verde,bartlett-25m,11/4/2008,11/4/2008,25,20.4,5.4,,,,,
9270,R6-30,Bartlett Reservoir near outlet,verde,bartlett-30m,11/4/2008,11/4/2008,30,20.2,4.3,,,,,
9271,R6-35,Bartlett Reservoir near outlet,verde,bartlett-35m,11/4/2008,11/4/2008,35,20.1,3.7,,,,,
9272,R6-40,Bartlett Reservoir near outlet,verde,bartlett-40m,11/4/2008,11/4/2008,40,20,2.6,,,,,
9273,R6-45,Bartlett Reservoir near outlet,verde,bartlett-45m,11/4/2008,11/4/2008,45,,,,,,,
9274,R6-50,Bartlett Reservoir near outlet,verde,bartlett-50m,11/4/2008,11/4/2008,50,,,,,,,
9275,R9A,Saguaro Lake near inlet,salt,saguaro-0m,11/4/2008,11/4/2008,0,20.8,6.8,,2.13,,,
9276,R9-5,Saguaro Lake near inlet,salt,saguaro-5m,11/4/2008,11/4/2008,5,20.8,6.7,,,,,
9277,R9-10,Saguaro Lake near inlet,salt,saguaro-10m,11/4/2008,11/4/2008,10,20.8,6.1,,,,,
9278,R9-15,Saguaro Lake near inlet,salt,saguaro-15m,11/4/2008,11/4/2008,15,20.7,4.7,,,,,
9279,R9-20,Saguaro Lake near inlet,salt,saguaro-20m,11/4/2008,11/4/2008,20,20.7,2.9,,,,,
9280,R9-25,Saguaro Lake near inlet,salt,saguaro-25m,11/4/2008,11/4/2008,25,20.7,2.5,,,,,
9281,R9-30,Saguaro Lake near inlet,salt,saguaro-30m,11/4/2008,11/4/2008,30,20.7,1.8,,,,,
9282,R9-35,Saguaro Lake near inlet,salt,saguaro-35m,11/4/2008,11/4/2008,35,,,,,,,
9283,R9-40,Saguaro Lake near inlet,salt,saguaro-40m,11/4/2008,11/4/2008,40,,,,,,,
9284,R9-45,Saguaro Lake near inlet,salt,saguaro-45m,11/4/2008,11/4/2008,45,,,,,,,
9285,R9-50,Saguaro Lake near inlet,salt,saguaro-50m,11/4/2008,11/4/2008,50,,,,,,,
9286,R20,Verde River at Tangle,verde,verde abv horseshoe,11/4/2008,11/4/2008,,,,,,,,
9287,Havasu 1,Havasu lake Sample,,Havasu 1,11/4/2008,11/4/2008,,,,,,,,
9288,Havasu 2,Havasu lake Sample,,Havasu 2,11/4/2008,11/4/2008,,,,,,,,
9289,Roosvelt,SRP above Roosevelt Lake,,Above Roosevelt,11/4/2008,11/4/2008,,,,,,,,
9290,R1,CAP canal above Waddell Canal,cap,cap-siphon,11/4/2008,11/4/2008,,,,,,,,
9291,R4,Cap Canal at 7th St.,cap,cap @ 7th st,11/4/2008,11/4/2008,,,,,,,,
9292,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,11/4/2008,11/4/2008,,,,,,,,
9293,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,11/4/2008,11/4/2008,,,,,,,,
9294,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,11/4/2008,11/4/2008,,,,,,,,
9295,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,11/4/2008,11/4/2008,,,,,,,,
9296,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,11/4/2008,11/4/2008,,,,,,,,
9297,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,11/4/2008,11/4/2008,,,,,,,,
9298,Glen In,Glendale WTP inlet,,Glen In,11/4/2008,11/4/2008,,20.7,,8.6,,,,
9299,Glen Out,Glendale WTP outlet,,Glen Out,11/4/2008,11/4/2008,,,,,,,,
9300,R3,Waddell Canal,cap,waddell canal,12/2/2008,12/2/2008,,15.4,,8.1,,,,
9301,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,12/2/2008,12/2/2008,,,,,,,,
9302,R11,CAP Canal at Cross-connect,cap,cap @ x con,12/2/2008,12/2/2008,,,,,,,,
9303,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,12/2/2008,12/2/2008,,16.2,,8.3,,,,
9304,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,12/2/2008,12/2/2008,,16.2,,8.3,,,,
9305,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,12/2/2008,12/2/2008,,16.3,,8.6,,,,
9306,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,12/2/2008,12/2/2008,,,,,,,,
9307,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,12/2/2008,12/2/2008,,15.4,,8.3,,,,
9308,R17,Deer Valley WTP treated water,srp,deer valley-treated,12/2/2008,12/2/2008,,,,,,,,
9309,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,12/2/2008,12/2/2008,,,,,,,,
9310,R19,Val Vista WTP treated water,srp,val vista-treated,12/2/2008,12/2/2008,,,,,,,,
9311,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,12/2/2008,12/2/2008,,16.4,,8.4,,,,
9312,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,12/2/2008,12/2/2008,,15.8,,8.4,,,,
9313,R25,verde river at beeline highway,verde,verde @ beeline,12/2/2008,12/2/2008,,17.7,,8.4,,,,
9314,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,12/2/2008,12/2/2008,,15.9,,8.3,,,,
9315,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,12/2/2008,12/2/2008,,15.2,,8.1,,,,
9316,UH In,Union Hills Inlet,cap,Union Hills Inlet,12/2/2008,12/2/2008,,,,,,,,
9317,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,12/2/2008,12/2/2008,,,,,,,,
9318,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,12/2/2008,12/2/2008,,,,,,,,
9319,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,12/2/2008,12/2/2008,,,,,,,,
9320,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,12/2/2008,12/2/2008,,,,,,,,
9321,HTC,Head of the Tempe Canal,tempe,head of tempe canal,12/2/2008,12/2/2008,,,,,,,,
9322,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,12/2/2008,12/2/2008,,,,,,,,
9323,SPT Out,Tempe's South Plant treated water,tempe,STP Out,12/2/2008,12/2/2008,,,,,,,,
9324,Green In,Greenway WTP Inlet,srp,Green In,12/2/2008,12/2/2008,,,,,,,,
9325,Green Out,Greenway WTP Outlet,srp,Green Out,12/2/2008,12/2/2008,,,,,,,,
9326,R2,Lake Pleasant integrated sample,cap,pleasant,12/2/2008,12/2/2008,48.8,20.4,7.67,8.05,,,,
9327,R2,Lake Pleasant integrated sample,cap,pleasant,12/2/2008,12/2/2008,48.8,20.4,7.67,8.04,,,,
9328,R2,Lake Pleasant integrated sample,cap,pleasant,12/2/2008,12/2/2008,48.4,20.3,7.7,8.02,,,,
9329,R2,Lake Pleasant integrated sample,cap,pleasant,12/2/2008,12/2/2008,45.4,20.3,7.73,8,,,,
9330,R2,Lake Pleasant integrated sample,cap,pleasant,12/2/2008,12/2/2008,42.3,20.4,7.76,7.98,,,,
9331,R2,Lake Pleasant integrated sample,cap,pleasant,12/2/2008,12/2/2008,39.1,20.4,7.77,7.96,,,,
9332,R2,Lake Pleasant integrated sample,cap,pleasant,12/2/2008,12/2/2008,35.9,20.4,7.79,7.93,,,,
9333,R2,Lake Pleasant integrated sample,cap,pleasant,12/2/2008,12/2/2008,32.7,20.4,7.81,7.91,,,,
9334,R2,Lake Pleasant integrated sample,cap,pleasant,12/2/2008,12/2/2008,29.5,20.4,7.86,7.91,,,,
9335,R2,Lake Pleasant integrated sample,cap,pleasant,12/2/2008,12/2/2008,26.3,20.4,7.89,7.93,,,,
9336,R2,Lake Pleasant integrated sample,cap,pleasant,12/2/2008,12/2/2008,23.3,20.4,7.91,7.94,,,,
9337,R2,Lake Pleasant integrated sample,cap,pleasant,12/2/2008,12/2/2008,20.1,20.4,7.95,7.94,,,,
9338,R2,Lake Pleasant integrated sample,cap,pleasant,12/2/2008,12/2/2008,16.9,20.4,8.01,7.95,,,,
9339,R2,Lake Pleasant integrated sample,cap,pleasant,12/2/2008,12/2/2008,13.7,20.4,8.04,7.96,,,,
9340,R2,Lake Pleasant integrated sample,cap,pleasant,12/2/2008,12/2/2008,10.5,20.4,8.08,7.98,,,,
9341,R2,Lake Pleasant integrated sample,cap,pleasant,12/2/2008,12/2/2008,7.4,20.4,8.12,7.99,,,,
9342,R2,Lake Pleasant integrated sample,cap,pleasant,12/2/2008,12/2/2008,5,20.4,8.14,7.99,,,,
9343,R2,Lake Pleasant integrated sample,cap,pleasant,12/2/2008,12/2/2008,1.8,20.5,8.16,7.99,,,,
9344,R2,Lake Pleasant integrated sample,cap,pleasant,12/2/2008,12/2/2008,0.06097561,20.45,8.26,8.01,,,,
9345,R2,Lake Pleasant integrated sample,cap,pleasant,12/2/2008,12/2/2008,,,,,,,,
9346,R2,Lake Pleasant integrated sample,cap,pleasant,12/2/2008,12/2/2008,,,,,,,,
9347,R6A,Bartlett Reservoir near outlet,verde,bartlett-0m,12/2/2008,12/2/2008,0,16.4,7.1,,1.83,,,
