ID,site number,site location,cluster name,site acronym,date,month,sample type,MIB (ng/L) ASU,Geosmin  (ng/L) ASU,Beta-cyclocitral (ng/L),IPMP Recovery (%),MIB (ng/L) Phoenix,Geosmin  (ng/L) Phoenix,comments
4910,"Havasu 1","Havasu lake Sample",,"Havasu 1","09/27/05 00:00:00","09/27/05 00:00:00",,,,,,,,
4911,"Havasu 2","Havasu lake Sample",,"Havasu 2","09/27/05 00:00:00","09/27/05 00:00:00",,,,,,,,
4912,"Roosvelt","SRP above Roosevelt Lake",,"Above Roosevelt","09/27/05 00:00:00","09/27/05 00:00:00",,,,,,,,
4913,"R1","CAP canal above Waddell Canal","cap","cap-siphon","09/27/05 00:00:00","09/27/05 00:00:00",,,,,,,,
4914,"R4","Cap Canal at 7th St.","cap","cap @ 7th st","09/27/05 00:00:00","09/27/05 00:00:00",,,,,,,,
4915,"R4-Dup","Cap Canal at 7th St.","cap","cap @ 7th st dup","09/27/05 00:00:00","09/27/05 00:00:00",,,,,,,,
4916,"R5","Verde River btwn Horseshoe and Bartlett","verde","verde abv bartlett","09/27/05 00:00:00","09/27/05 00:00:00",,,,,,,,
4917,"R7","Verde River below Bartlett Reservoir","verde","verde blw barlett","09/27/05 00:00:00","09/27/05 00:00:00",,,,,,,,
4918,"R8","Salt River inlet to Saguaro Lake","salt","salt abv saguaro","09/27/05 00:00:00","09/27/05 00:00:00",,,,,,,,
4919,"Mesa","AZ Canal at Mesa Dr.","srp","az canal @ Mesa","09/27/05 00:00:00","09/27/05 00:00:00",,,,,,,,
4920,"Scotts","AZ Canal at Scottsdale Rd.","srp","az canal @ scotts.","09/27/05 00:00:00","09/27/05 00:00:00",,,,,,,,
4921,"R3","Waddell Canal","cap","waddell canal","10/11/05 00:00:00","10/11/05 00:00:00",,2,0,,,,,
4922,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","10/11/05 00:00:00","10/11/05 00:00:00",,8.1,0,,,,,
4923,"R11","CAP Canal at Cross-connect","cap","cap @ x con","10/11/05 00:00:00","10/11/05 00:00:00",,0,0,,,,,
4924,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","10/11/05 00:00:00","10/11/05 00:00:00",,7.5,0,,,,,
4925,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","10/11/05 00:00:00","10/11/05 00:00:00",,6.2,0,,,,,
4926,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","10/11/05 00:00:00","10/11/05 00:00:00",,13.7,9.5,,,,,
4927,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","10/11/05 00:00:00","10/11/05 00:00:00",,5.8,0,,,,,
4928,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","10/11/05 00:00:00","10/11/05 00:00:00",,10,6.1,,,,,
4929,"R17","Deer Valley WTP treated water","srp","deer valley-treated","10/11/05 00:00:00","10/11/05 00:00:00",,7.5,5.3,,,,,
4930,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","10/11/05 00:00:00","10/11/05 00:00:00",,7.9,2.5,,,,,
4931,"R19","Val Vista WTP treated water","srp","val vista-treated","10/11/05 00:00:00","10/11/05 00:00:00",,6.7,2.6,,,,,
4932,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","10/11/05 00:00:00","10/11/05 00:00:00",,11.4,7.9,,,,,
4933,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","10/11/05 00:00:00","10/11/05 00:00:00",,12.9,6.4,,,,,
4934,"R25","verde river at beeline highway","verde","verde @ beeline","10/11/05 00:00:00","10/11/05 00:00:00",,7.9,0,,,,,
4935,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","10/11/05 00:00:00","10/11/05 00:00:00",,9.5,4.5,,,,,
4936,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","10/11/05 00:00:00","10/11/05 00:00:00",,9.9,4.3,,,,,
4937,"UH In","Union Hills Inlet","cap","Union Hills Inlet","10/11/05 00:00:00","10/11/05 00:00:00",,0,0,,,,,
4938,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","10/11/05 00:00:00","10/11/05 00:00:00",,0,0,,,,,
4939,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","10/11/05 00:00:00","10/11/05 00:00:00",,8.5,5,,,,,
4940,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","10/11/05 00:00:00","10/11/05 00:00:00",,7.5,2.2,,,,,
4941,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","10/11/05 00:00:00","10/11/05 00:00:00",,7.3,0,,,,,
4942,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","10/11/05 00:00:00","10/11/05 00:00:00",,6.2,0,,,,,
4943,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","10/11/05 00:00:00","10/11/05 00:00:00",,4.6,0,,,,,
4944,"SPT Out","Tempe's South Plant treated water","tempe","STP Out","10/11/05 00:00:00","10/11/05 00:00:00",,5.4,0,,,,,
4945,"Green In","Greenway WTP Inlet","srp","Green In","10/11/05 00:00:00","10/11/05 00:00:00",,9.699999999999999,4.3,,,,,
4946,"Green Out","Greenway WTP Outlet","srp","Green Out","10/11/05 00:00:00","10/11/05 00:00:00",,0,0,,,,,
4947,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","10/11/05 00:00:00","10/11/05 00:00:00",,9,0,,,,,
4948,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","10/11/05 00:00:00","10/11/05 00:00:00",,0,0,,,,,
4949,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","10/11/05 00:00:00","10/11/05 00:00:00",,8.1,0,,,,,
4950,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","10/11/05 00:00:00","10/11/05 00:00:00",,8.199999999999999,0,,,,,
4951,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","10/11/05 00:00:00","10/11/05 00:00:00",,10.6,0,,,,,
4952,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","10/11/05 00:00:00","10/11/05 00:00:00",,11.5,0,,,,,
4953,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","10/11/05 00:00:00","10/11/05 00:00:00",,10.2,0,,,,,
4954,"R20","Verde River at Tangle","verde","verde abv horseshoe","10/11/05 00:00:00","10/11/05 00:00:00",,46.7,0,7,,,,
4955,"Havasu 1","Havasu lake Sample",,"Havasu 1","10/11/05 00:00:00","10/11/05 00:00:00",,3.9,0,0,,,,
4956,"Havasu 2","Havasu lake Sample",,"Havasu 2","10/11/05 00:00:00","10/11/05 00:00:00",,,,,,,,
4957,"Roosvelt","SRP above Roosevelt Lake",,"Above Roosevelt","10/11/05 00:00:00","10/11/05 00:00:00",,,,,,,,
4958,"R1","CAP canal above Waddell Canal","cap","cap-siphon","10/11/05 00:00:00","10/11/05 00:00:00",,,,,,,,
4959,"R4","Cap Canal at 7th St.","cap","cap @ 7th st","10/11/05 00:00:00","10/11/05 00:00:00",,,,,,,,
4960,"R4-Dup","Cap Canal at 7th St.","cap","cap @ 7th st dup","10/11/05 00:00:00","10/11/05 00:00:00",,,,,,,,
4961,"R5","Verde River btwn Horseshoe and Bartlett","verde","verde abv bartlett","10/11/05 00:00:00","10/11/05 00:00:00",,,,,,,,
4962,"R7","Verde River below Bartlett Reservoir","verde","verde blw barlett","10/11/05 00:00:00","10/11/05 00:00:00",,,,,,,,
4963,"R8","Salt River inlet to Saguaro Lake","salt","salt abv saguaro","10/11/05 00:00:00","10/11/05 00:00:00",,,,,,,,
4964,"Mesa","AZ Canal at Mesa Dr.","srp","az canal @ Mesa","10/11/05 00:00:00","10/11/05 00:00:00",,,,,,,,
4965,"Scotts","AZ Canal at Scottsdale Rd.","srp","az canal @ scotts.","10/11/05 00:00:00","10/11/05 00:00:00",,,,,,,,
4966,"R3","Waddell Canal","cap","waddell canal","10/25/05 00:00:00","10/25/05 00:00:00",,0,0,0,,,,
4967,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","10/25/05 00:00:00","10/25/05 00:00:00",,8.800000000000001,0,0,,,,
4968,"R11","CAP Canal at Cross-connect","cap","cap @ x con","10/25/05 00:00:00","10/25/05 00:00:00",,0,0,0,,,,
4969,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","10/25/05 00:00:00","10/25/05 00:00:00",,4.8,0,0,,,,
4970,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","10/25/05 00:00:00","10/25/05 00:00:00",,3.1,0,0,,,,
4971,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","10/25/05 00:00:00","10/25/05 00:00:00",,5.5,4.7,0,,,,
4972,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","10/25/05 00:00:00","10/25/05 00:00:00",,3.3,0,0,,,,
4973,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","10/25/05 00:00:00","10/25/05 00:00:00",,5.5,3.3,0,,,,
4974,"R17","Deer Valley WTP treated water","srp","deer valley-treated","10/25/05 00:00:00","10/25/05 00:00:00",,3.5,0,0,,,,
4975,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","10/25/05 00:00:00","10/25/05 00:00:00",,4.1,0,0,,,,
4976,"R19","Val Vista WTP treated water","srp","val vista-treated","10/25/05 00:00:00","10/25/05 00:00:00",,5.5,0,0,,,,
4977,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","10/25/05 00:00:00","10/25/05 00:00:00",,7.1,3.6,0,,,,
4978,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","10/25/05 00:00:00","10/25/05 00:00:00",,4.4,2.5,0,,,,
4979,"R25","verde river at beeline highway","verde","verde @ beeline","10/25/05 00:00:00","10/25/05 00:00:00",,3.8,0,0,,,,
4980,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","10/25/05 00:00:00","10/25/05 00:00:00",,3.3,0,0,,,,
4981,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","10/25/05 00:00:00","10/25/05 00:00:00",,4.4,0,0,,,,
4982,"UH In","Union Hills Inlet","cap","Union Hills Inlet","10/25/05 00:00:00","10/25/05 00:00:00",,0,0,0,,,,
4983,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","10/25/05 00:00:00","10/25/05 00:00:00",,0,0,0,,,,
4984,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","10/25/05 00:00:00","10/25/05 00:00:00",,4,5.5,14.7,,,,
4985,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","10/25/05 00:00:00","10/25/05 00:00:00",,4.4,2.3,0,,,,
4986,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","10/25/05 00:00:00","10/25/05 00:00:00",,5.6,0,0,,,,
4987,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","10/25/05 00:00:00","10/25/05 00:00:00",,5.5,0,0,,,,
4988,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","10/25/05 00:00:00","10/25/05 00:00:00",,2.9,0,0,,,,
4989,"SPT Out","Tempe's South Plant treated water","tempe","STP Out","10/25/05 00:00:00","10/25/05 00:00:00",,3.7,12.4,0,,,,
4990,"Green In","Greenway WTP Inlet","srp","Green In","10/25/05 00:00:00","10/25/05 00:00:00",,4.7,2.1,0,,,,
4991,"Green Out","Greenway WTP Outlet","srp","Green Out","10/25/05 00:00:00","10/25/05 00:00:00",,0,0,0,,,,
4992,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","10/25/05 00:00:00","10/25/05 00:00:00",,,,,,,,
4993,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","10/25/05 00:00:00","10/25/05 00:00:00",,,,,,,,
4994,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","10/25/05 00:00:00","10/25/05 00:00:00",,,,,,,,
4995,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","10/25/05 00:00:00","10/25/05 00:00:00",,,,,,,,
4996,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","10/25/05 00:00:00","10/25/05 00:00:00",,,,,,,,
4997,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","10/25/05 00:00:00","10/25/05 00:00:00",,,,,,,,
4998,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","10/25/05 00:00:00","10/25/05 00:00:00",,,,,,,,
4999,"R20","Verde River at Tangle","verde","verde abv horseshoe","10/25/05 00:00:00","10/25/05 00:00:00",,,,,,,,
5000,"Havasu 1","Havasu lake Sample",,"Havasu 1","10/25/05 00:00:00","10/25/05 00:00:00",,,,,,,,
5001,"Havasu 2","Havasu lake Sample",,"Havasu 2","10/25/05 00:00:00","10/25/05 00:00:00",,,,,,,,
5002,"Roosvelt","SRP above Roosevelt Lake",,"Above Roosevelt","10/25/05 00:00:00","10/25/05 00:00:00",,,,,,,,
5003,"R1","CAP canal above Waddell Canal","cap","cap-siphon","10/25/05 00:00:00","10/25/05 00:00:00",,,,,,,,
5004,"R4","Cap Canal at 7th St.","cap","cap @ 7th st","10/25/05 00:00:00","10/25/05 00:00:00",,,,,,,,
5005,"R4-Dup","Cap Canal at 7th St.","cap","cap @ 7th st dup","10/25/05 00:00:00","10/25/05 00:00:00",,,,,,,,
5006,"R5","Verde River btwn Horseshoe and Bartlett","verde","verde abv bartlett","10/25/05 00:00:00","10/25/05 00:00:00",,,,,,,,
5007,"R7","Verde River below Bartlett Reservoir","verde","verde blw barlett","10/25/05 00:00:00","10/25/05 00:00:00",,,,,,,,
5008,"R8","Salt River inlet to Saguaro Lake","salt","salt abv saguaro","10/25/05 00:00:00","10/25/05 00:00:00",,,,,,,,
5009,"Mesa","AZ Canal at Mesa Dr.","srp","az canal @ Mesa","10/25/05 00:00:00","10/25/05 00:00:00",,,,,,,,
5010,"Scotts","AZ Canal at Scottsdale Rd.","srp","az canal @ scotts.","10/25/05 00:00:00","10/25/05 00:00:00",,,,,,,,
5011,"R3","Waddell Canal","cap","waddell canal","11/15/05 00:00:00","11/15/05 00:00:00",,0,0,8.1,,,,
5012,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","11/15/05 00:00:00","11/15/05 00:00:00",,6.5,0,8.4,,,,
5013,"R11","CAP Canal at Cross-connect","cap","cap @ x con","11/15/05 00:00:00","11/15/05 00:00:00",,0,0,6.2,,,,
5014,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","11/15/05 00:00:00","11/15/05 00:00:00",,4.6,0,2.6,,,,
5015,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","11/15/05 00:00:00","11/15/05 00:00:00",,4.2,0,0,,,,
5016,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","11/15/05 00:00:00","11/15/05 00:00:00",,4.4,0,0,,,,
5017,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","11/15/05 00:00:00","11/15/05 00:00:00",,4.1,0,0,,,,
5018,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","11/15/05 00:00:00","11/15/05 00:00:00",,5.5,0,0,,,,
5019,"R17","Deer Valley WTP treated water","srp","deer valley-treated","11/15/05 00:00:00","11/15/05 00:00:00",,0,0,5.7,,,,
5020,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","11/15/05 00:00:00","11/15/05 00:00:00",,5.4,0,3.9,,,,
5021,"R19","Val Vista WTP treated water","srp","val vista-treated","11/15/05 00:00:00","11/15/05 00:00:00",,,,,,,,
5022,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","11/15/05 00:00:00","11/15/05 00:00:00",,5.2,0,8.1,,,,
5023,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","11/15/05 00:00:00","11/15/05 00:00:00",,5.4,0,8,,,,
5024,"R25","verde river at beeline highway","verde","verde @ beeline","11/15/05 00:00:00","11/15/05 00:00:00",,5.5,0,5.8,,,,
5025,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","11/15/05 00:00:00","11/15/05 00:00:00",,4.4,0,8.699999999999999,,,,
5026,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","11/15/05 00:00:00","11/15/05 00:00:00",,4.8,0,10.6,,,,
5027,"UH In","Union Hills Inlet","cap","Union Hills Inlet","11/15/05 00:00:00","11/15/05 00:00:00",,3.5,0,0,,,,
5028,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","11/15/05 00:00:00","11/15/05 00:00:00",,4.3,0,0,,,,
5029,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","11/15/05 00:00:00","11/15/05 00:00:00",,4.5,0,5.4,,,,
5030,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","11/15/05 00:00:00","11/15/05 00:00:00",,,,,,,,
5376,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","07/11/06 00:00:00","07/11/06 00:00:00",,2.2,10.4,9.699999999999999,,,,
5377,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","07/11/06 00:00:00","07/11/06 00:00:00",,0,4.5,0,,,,
5378,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","07/11/06 00:00:00","07/11/06 00:00:00",,4.7,15.9,17.2,,,,
5379,"R17","Deer Valley WTP treated water","srp","deer valley-treated","07/11/06 00:00:00","07/11/06 00:00:00",,0,0,0,,,,
5380,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","07/11/06 00:00:00","07/11/06 00:00:00",,0,15.7,3.7,,,,
5381,"R19","Val Vista WTP treated water","srp","val vista-treated","07/11/06 00:00:00","07/11/06 00:00:00",,0,6.4,0,,,,
5382,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","07/11/06 00:00:00","07/11/06 00:00:00",,0,12.4,25.4,,,,
5383,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","07/11/06 00:00:00","07/11/06 00:00:00",,0,13.7,10.2,,,,
5384,"R25","verde river at beeline highway","verde","verde @ beeline","07/11/06 00:00:00","07/11/06 00:00:00",,19.6,10.7,22,,,,
5385,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","07/11/06 00:00:00","07/11/06 00:00:00",,4,13.5,7.5,,,,
5386,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","07/11/06 00:00:00","07/11/06 00:00:00",,0,13.7,9.300000000000001,,,,
5387,"UH In","Union Hills Inlet","cap","Union Hills Inlet","07/11/06 00:00:00","07/11/06 00:00:00",,0,0,4.6,,,,
5388,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","07/11/06 00:00:00","07/11/06 00:00:00",,0,2.3,0,,,,
5389,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","07/11/06 00:00:00","07/11/06 00:00:00",,0,15.2,7.8,,,,
5390,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","07/11/06 00:00:00","07/11/06 00:00:00",,0,3.5,2.6,,,,
5391,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","07/11/06 00:00:00","07/11/06 00:00:00",,2.7,16.2,8.699999999999999,,,,
5392,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","07/11/06 00:00:00","07/11/06 00:00:00",,0,15.8,8.199999999999999,,,,
5393,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","07/11/06 00:00:00","07/11/06 00:00:00",,0,6.1,0,,,,
5394,"SPT Out","Tempe's South Plant treated water","tempe","STP Out","07/11/06 00:00:00","07/11/06 00:00:00",,0,5.5,0,,,,
5395,"Green In","Greenway WTP Inlet","srp","Green In","07/11/06 00:00:00","07/11/06 00:00:00",,0,13.3,6.2,,,,
5396,"Green Out","Greenway WTP Outlet","srp","Green Out","07/11/06 00:00:00","07/11/06 00:00:00",,0,4.9,5.5,,,,
5397,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","07/11/06 00:00:00","07/11/06 00:00:00",,0,0,0,,,,
5398,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","07/11/06 00:00:00","07/11/06 00:00:00",,7.8,2.5,6.8,,,,
5399,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","07/11/06 00:00:00","07/11/06 00:00:00",,19.4,0,3.6,,,,
5400,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","07/11/06 00:00:00","07/11/06 00:00:00",,3,26.3,3.3,,,,
5401,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","07/11/06 00:00:00","07/11/06 00:00:00",,3,368.2,9.300000000000001,,,,
5402,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","07/11/06 00:00:00","07/11/06 00:00:00",,3.1,375.1,9.1,,,,
5403,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","07/11/06 00:00:00","07/11/06 00:00:00",,0,2.9,3.1,,,,
5404,"R20","Verde River at Tangle","verde","verde abv horseshoe","07/11/06 00:00:00","07/11/06 00:00:00",,21.2,18.4,12.5,,,,
5405,"Havasu 1","Havasu lake Sample",,"Havasu 1","07/11/06 00:00:00","07/11/06 00:00:00",,0,2.1,6.7,,,,
5406,"Havasu 2","Havasu lake Sample",,"Havasu 2","07/11/06 00:00:00","07/11/06 00:00:00",,,,,,,,
5407,"Roosvelt","SRP above Roosevelt Lake",,"Above Roosevelt","07/11/06 00:00:00","07/11/06 00:00:00",,,,,,,,
5408,"R1","CAP canal above Waddell Canal","cap","cap-siphon","07/11/06 00:00:00","07/11/06 00:00:00",,,,,,,,
5409,"R4","Cap Canal at 7th St.","cap","cap @ 7th st","07/11/06 00:00:00","07/11/06 00:00:00",,,,,,,,
5410,"R4-Dup","Cap Canal at 7th St.","cap","cap @ 7th st dup","07/11/06 00:00:00","07/11/06 00:00:00",,,,,,,,
5411,"R5","Verde River btwn Horseshoe and Bartlett","verde","verde abv bartlett","07/11/06 00:00:00","07/11/06 00:00:00",,,,,,,,
5412,"R7","Verde River below Bartlett Reservoir","verde","verde blw barlett","07/11/06 00:00:00","07/11/06 00:00:00",,,,,,,,
5413,"R8","Salt River inlet to Saguaro Lake","salt","salt abv saguaro","07/11/06 00:00:00","07/11/06 00:00:00",,,,,,,,
5414,"Mesa","AZ Canal at Mesa Dr.","srp","az canal @ Mesa","07/11/06 00:00:00","07/11/06 00:00:00",,,,,,,,
5415,"Scotts","AZ Canal at Scottsdale Rd.","srp","az canal @ scotts.","07/11/06 00:00:00","07/11/06 00:00:00",,,,,,,,
5416,"R3","Waddell Canal","cap","waddell canal","08/15/06 00:00:00","08/15/06 00:00:00",,0,2.2,0,,,,
5417,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","08/15/06 00:00:00","08/15/06 00:00:00",,19.4,8.699999999999999,9.5,,,,
5418,"R11","CAP Canal at Cross-connect","cap","cap @ x con","08/15/06 00:00:00","08/15/06 00:00:00",,,,,,,,
5419,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","08/15/06 00:00:00","08/15/06 00:00:00",,0,22.1,4.8,,,,
5420,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","08/15/06 00:00:00","08/15/06 00:00:00",,13.2,12.1,10.4,,,,
5421,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","08/15/06 00:00:00","08/15/06 00:00:00",,8.5,13.1,2.7,,,,
5422,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","08/15/06 00:00:00","08/15/06 00:00:00",,6.3,6.4,3.7,,,,
5423,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","08/15/06 00:00:00","08/15/06 00:00:00",,14.3,14.7,0,,,,
5424,"R17","Deer Valley WTP treated water","srp","deer valley-treated","08/15/06 00:00:00","08/15/06 00:00:00",,11.7,9.199999999999999,5.4,,,,
5425,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","08/15/06 00:00:00","08/15/06 00:00:00",,11.7,9.9,6,,,,
5426,"R19","Val Vista WTP treated water","srp","val vista-treated","08/15/06 00:00:00","08/15/06 00:00:00",,9.300000000000001,6.7,7.6,,,,
5427,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","08/15/06 00:00:00","08/15/06 00:00:00",,11.7,15.5,3.3,,,,
5270,"Havasu 1","Havasu lake Sample",,"Havasu 1","04/10/06 00:00:00","04/10/06 00:00:00",,3.5,0,4.2,,,,
5271,"Havasu 2","Havasu lake Sample",,"Havasu 2","04/10/06 00:00:00","04/10/06 00:00:00",,,,,,,,
5272,"Roosvelt","SRP above Roosevelt Lake",,"Above Roosevelt","04/10/06 00:00:00","04/10/06 00:00:00",,,,,,,,
5273,"R1","CAP canal above Waddell Canal","cap","cap-siphon","04/10/06 00:00:00","04/10/06 00:00:00",,,,,,,,
