ID,site number,site location,cluster name,site acronym,date,month,UVAf (Al sorp),DOCf (Al sorp),SUVAf,% UVA Rem,% DOC Rem,CHCl3 (ug/L),CHBrCl2 (ug/L),CHClBr2 (ug/L),CHBr3 (ug/L),TTHM (ug/L),MCAA monochloroacetic acid (ug/L),MBAA monobromoacetic acid (ug/L),DCAA dichloroacetic acid (ug/L),TCAA trichloroacetic acid (ug/L),BCAA bromochloroacetic acid (ug/L),DBAA dibromoacetic acid (ug/L),BDCAA Bromodichloroacetic acid,CDBAA Chlorodibromacetic acid,TBAA Tribromoacetic acid,DiHAA,% DBA dibromopropionic acid (% recovery),THAA9 (ug/L),MCAA COP,MBAA COP,DCAA COP,TCAA COP,BCAA COP,DBAA COP,BDCAA COP,CDBAA COP,TBAA COP,DiHAA COP,THAA9 COP,% DBA COP,sample type,docq comments
119,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","10/19/00 00:00:00","10/01/00 00:00:00",1.4500000000000001e-02,1.2270000000000001e+00,1.1820000000000001e-02,6.6500000000000000e+01,5.5500000000000000e+01,4.0899999999999999e+01,3.7799999999999997e+01,3.4799999999999997e+01,8.6999999999999993e+00,1.2220000000000000e+02,0.0000000000000000e+00,1.1000000000000001e+00,8.3000000000000007e+00,4.4000000000000004e+00,8.5999999999999996e+00,5.0999999999999996e+00,8.3000000000000007e+00,3.2000000000000002e+00,2.8999999999999999e+00,2.2000000000000000e+01,4.1899999999999999e+01,1.2100000000000000e+02,,,,,,,,,,,,,,
120,"R19","Val Vista WTP treated water","srp","val vista-treated","10/19/00 00:00:00","10/01/00 00:00:00",8.5000000000000006e-03,7.7949999999999997e-01,1.0900000000000000e-02,6.0299999999999997e+01,5.8200000000000003e+01,1.7000000000000000e+01,2.1899999999999999e+01,3.0899999999999999e+01,1.3500000000000000e+01,8.3299999999999997e+01,0.0000000000000000e+00,1.2000000000000000e+00,3.7999999999999998e+00,1.7000000000000000e+00,5.7999999999999998e+00,5.4000000000000004e+00,7.5999999999999996e+00,3.2000000000000002e+00,3.6000000000000001e+00,1.5000000000000000e+01,3.2299999999999997e+01,9.5000000000000000e+01,,,,,,,,,,,,,,
134,"R9A-Dup","Saguaro Lake near inlet","salt","saguaro-epi","01/17/01 00:00:00","01/01/01 00:00:00",1.6750000000000001e-02,1.2204999999999999e+00,1.3720000000000000e-02,6.8700000000000003e+01,6.1100000000000001e+01,4.4799999999999997e+01,4.0719999999999999e+01,3.2819499999999998e+01,4.5000000000000000e+00,1.2290000000000001e+02,2.0000000000000000e+00,0.0000000000000000e+00,1.7000000000000000e+01,1.1000000000000000e+01,1.2000000000000000e+01,5.7000000000000002e+00,0.0000000000000000e+00,1.3999999999999999e+00,0.0000000000000000e+00,3.4700000000000003e+01,4.9100000000000001e+01,7.9000000000000000e+01,2.0000000000000000e+00,0.0000000000000000e+00,1.7000000000000000e+01,1.1000000000000000e+01,1.2000000000000000e+01,5.7000000000000002e+00,0.0000000000000000e+00,1.3999999999999999e+00,0.0000000000000000e+00,3.4700000000000003e+01,4.9100000000000001e+01,7.9000000000000000e+01,,
135,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","01/17/01 00:00:00","01/01/01 00:00:00",1.6600000000000000e-02,1.2685000000000000e+00,1.3089999999999999e-02,6.9000000000000000e+01,6.4299999999999997e+01,4.5200000000000003e+01,3.9590000000000003e+01,3.0649000000000001e+01,3.7999999999999998e+00,1.1920000000000000e+02,2.1000000000000001e+00,0.0000000000000000e+00,1.8000000000000000e+01,1.3000000000000000e+01,1.2000000000000000e+01,5.0000000000000000e+00,0.0000000000000000e+00,1.5000000000000000e+00,0.0000000000000000e+00,3.5000000000000000e+01,5.1600000000000001e+01,7.8000000000000000e+01,2.1000000000000001e+00,0.0000000000000000e+00,1.8000000000000000e+01,1.3000000000000000e+01,1.2000000000000000e+01,5.0000000000000000e+00,0.0000000000000000e+00,1.5000000000000000e+00,0.0000000000000000e+00,3.5000000000000000e+01,5.1600000000000001e+01,7.8000000000000000e+01,,
136,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","01/17/01 00:00:00","01/01/01 00:00:00",1.0600000000000000e-02,8.5899999999999999e-01,1.2340000000000000e-02,6.8500000000000000e+01,6.0799999999999997e+01,2.2800000000000001e+01,2.9622499999999999e+01,3.1274000000000001e+01,7.7000000000000002e+00,9.1400000000000006e+01,0.0000000000000000e+00,0.0000000000000000e+00,1.1000000000000000e+01,5.7999999999999998e+00,1.0000000000000000e+01,6.4000000000000004e+00,0.0000000000000000e+00,1.3999999999999999e+00,0.0000000000000000e+00,2.7399999999999999e+01,3.4600000000000001e+01,8.2000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,1.1000000000000000e+01,5.7999999999999998e+00,1.0000000000000000e+01,6.4000000000000004e+00,0.0000000000000000e+00,1.3999999999999999e+00,0.0000000000000000e+00,2.7399999999999999e+01,3.4600000000000001e+01,8.2000000000000000e+01,,
137,"R11","CAP Canal at Cross-connect","cap","cap @ x con","01/17/01 00:00:00","01/01/01 00:00:00",1.3150000000000000e-02,1.1659999999999999e+00,1.1280000000000000e-02,6.6500000000000000e+01,5.9899999999999999e+01,3.7899999999999999e+01,2.5559999999999999e+01,1.4396000000000001e+01,,7.7900000000000006e+01,0.0000000000000000e+00,0.0000000000000000e+00,1.3000000000000000e+01,9.1999999999999993e+00,6.7999999999999998e+00,2.2999999999999998e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.2100000000000001e+01,3.1300000000000001e+01,7.8000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,1.3000000000000000e+01,9.1999999999999993e+00,6.7999999999999998e+00,2.2999999999999998e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.2100000000000001e+01,3.1300000000000001e+01,7.8000000000000000e+01,,
138,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","01/17/01 00:00:00","01/01/01 00:00:00",8.6499999999999997e-03,6.6849999999999998e-01,1.2940000000000000e-02,7.6200000000000003e+01,6.7000000000000000e+01,3.4899999999999999e+01,2.6359999999999999e+01,1.6602499999999999e+01,,7.7900000000000006e+01,0.0000000000000000e+00,0.0000000000000000e+00,1.2000000000000000e+01,9.3000000000000007e+00,7.2000000000000002e+00,2.5000000000000000e+00,4.0999999999999996e+00,1.6000000000000001e+00,0.0000000000000000e+00,2.1699999999999999e+01,3.6700000000000003e+01,4.7000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,1.2000000000000000e+01,9.3000000000000007e+00,7.2000000000000002e+00,2.5000000000000000e+00,4.0999999999999996e+00,1.6000000000000001e+00,0.0000000000000000e+00,2.1699999999999999e+01,3.6700000000000003e+01,4.7000000000000000e+01,,
139,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","01/17/01 00:00:00","01/01/01 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","01/18/01 00:00:00","01/01/01 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","01/18/01 00:00:00","01/01/01 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,"R19","Val Vista WTP treated water","srp","val vista-treated","04/19/01 00:00:00","04/01/01 00:00:00",9.9000000000000008e-03,9.6250000000000002e-01,1.0290000000000001e-02,7.3700000000000003e+01,5.1799999999999997e+01,5.6000000000000000e+01,3.4799999999999997e+01,2.1699999999999999e+01,8.0000000000000004e-01,1.1330000000000000e+02,2.0000000000000000e+00,0.0000000000000000e+00,1.2000000000000000e+01,1.0000000000000000e+01,8.4000000000000004e+00,3.2999999999999998e+00,8.5999999999999996e+00,2.7999999999999998e+00,0.0000000000000000e+00,2.3699999999999999e+01,1.0400000000000000e+02,4.7100000000000001e+01,,,,,,,,,,,,,,
171,"R20","Verde River at Tangle","verde","verde abv horseshoe","04/28/01 00:00:00","04/01/01 00:00:00",,,,,,7.9599999999999994e+01,4.2100000000000001e+01,2.1199999999999999e+01,,1.4290000000000001e+02,0.0000000000000000e+00,0.0000000000000000e+00,1.3000000000000000e+01,1.3000000000000000e+01,7.0999999999999996e+00,2.3999999999999999e+00,7.0000000000000000e+00,2.2999999999999998e+00,0.0000000000000000e+00,2.2500000000000000e+01,1.0100000000000000e+02,4.4799999999999997e+01,,,,,,,,,,,,,,
121,"R20","Verde River at Tangle","verde","verde abv horseshoe","10/27/00 00:00:00","10/01/00 00:00:00",1.3400000000000000e-02,1.1140000000000001e+00,1.2030000000000001e-02,8.4599999999999994e+01,5.7299999999999997e+01,1.4140000000000001e+02,3.6299999999999997e+01,4.7999999999999998e+00,0.0000000000000000e+00,1.8250000000000000e+02,,,,,,,,,,,,,,,,,,,,,,,,,,
172,"R1","CAP canal above Waddell Canal","cap","cap-siphon","10/16/01 00:00:00","10/01/01 00:00:00",,,,,,3.1149999999999999e+01,1.9300000000000001e+01,1.2510000000000000e+01,0.0000000000000000e+00,6.2960000000000001e+01,,,,,,,,,,,,,,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,
142,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","01/18/01 00:00:00","01/01/01 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,"R17","Deer Valley WTP treated water","srp","deer valley-treated","01/18/01 00:00:00","01/01/01 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","01/18/01 00:00:00","01/01/01 00:00:00",9.5999999999999992e-03,6.9750000000000001e-01,1.3760000000000000e-02,6.9099999999999994e+01,6.2899999999999999e+01,2.7399999999999999e+01,2.5320000000000000e+01,1.9515499999999999e+01,,7.2200000000000003e+01,0.0000000000000000e+00,0.0000000000000000e+00,1.2000000000000000e+01,8.0999999999999996e+00,7.7999999999999998e+00,3.5000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.3300000000000001e+01,3.1399999999999999e+01,7.1000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,1.2000000000000000e+01,8.0999999999999996e+00,7.7999999999999998e+00,3.5000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.3300000000000001e+01,3.1399999999999999e+01,7.1000000000000000e+01,,
145,"R19","Val Vista WTP treated water","srp","val vista-treated","01/18/01 00:00:00","01/01/01 00:00:00",9.0500000000000008e-03,7.1450000000000002e-01,1.2670000000000001e-02,6.0000000000000000e+01,5.9399999999999999e+01,2.3899999999999999e+01,2.2305000000000000e+01,2.0216999999999999e+01,1.5000000000000000e+00,6.7799999999999997e+01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,5.2999999999999998e+00,7.9000000000000004e+00,4.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.1899999999999999e+01,2.7199999999999999e+01,7.7000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,5.2999999999999998e+00,7.9000000000000004e+00,4.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.1899999999999999e+01,2.7199999999999999e+01,7.7000000000000000e+01,,
173,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","10/16/01 00:00:00","10/01/01 00:00:00",,,,,,3.8939999999999998e+01,2.7570000000000000e+01,2.1270000000000000e+01,0.0000000000000000e+00,8.7780000000000001e+01,,,,,,,,,,,,,,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,
174,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","10/16/01 00:00:00","10/01/01 00:00:00",,,,,,3.8340000000000003e+01,2.7820000000000000e+01,2.3270000000000000e+01,0.0000000000000000e+00,8.9430000000000007e+01,,,,,,,,,,,,,,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,
175,"R3","Waddell Canal","cap","waddell canal","10/16/01 00:00:00","10/01/01 00:00:00",,,,,,4.1430000000000000e+01,2.5510000000000002e+01,2.0800000000000001e+01,6.4000000000000001e-01,8.8379999999999995e+01,,,,,,,,,,,,,,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,
176,"R4","Cap Canal at 7th St.","cap","cap @ 7th st","10/17/01 00:00:00","10/01/01 00:00:00",,,,,,4.5590000000000003e+01,2.6520000000000000e+01,1.8850000000000001e+01,0.0000000000000000e+00,9.0959999999999994e+01,,,,,,,,,,,,,,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,
177,"R4-Dup","Cap Canal at 7th St.","cap","cap @ 7th st","10/17/01 00:00:00","10/01/01 00:00:00",,,,,,3.5250000000000000e+01,2.1899999999999999e+01,1.7600000000000001e+01,0.0000000000000000e+00,7.4760000000000005e+01,,,,,,,,,,,,,,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,
178,"R5","Verde River btwn Horseshoe and Bartlett","verde","verde abv bartlett","10/16/01 00:00:00","10/01/01 00:00:00",,,,,,5.2829999999999998e+01,2.8719999999999999e+01,1.6210000000000001e+01,0.0000000000000000e+00,9.7760000000000005e+01,,,,,,,,,,,,,,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,
179,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","10/16/01 00:00:00","10/01/01 00:00:00",,,,,,9.2340000000000003e+01,3.0539999999999999e+01,1.1250000000000000e+01,0.0000000000000000e+00,1.3413000000000000e+02,,,,,,,,,,,,,,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,
180,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","10/16/01 00:00:00","10/01/01 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,
181,"R7","Verde River below Bartlett Reservoir","verde","verde blw barlett","10/16/01 00:00:00","10/01/01 00:00:00",,,,,,9.2579999999999998e+01,1.5369999999999999e+01,0.0000000000000000e+00,0.0000000000000000e+00,1.0794000000000000e+02,,,,,,,,,,,,,,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,
182,"R8","Salt River inlet to Saguaro Lake","salt","salt abv saguaro","10/18/01 00:00:00","10/01/01 00:00:00",,,,,,4.3820000000000000e+01,3.7070000000000000e+01,4.0880000000000003e+01,7.1399999999999997e+00,1.2891000000000000e+02,,,,,,,,,,,,,,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,
183,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","10/18/01 00:00:00","10/01/01 00:00:00",,,,,,4.4430000000000000e+01,3.8759999999999998e+01,4.2399999999999999e+01,6.7199999999999998e+00,1.3231000000000000e+02,,,,,,,,,,,,,,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,
184,"R9A-Dup","Saguaro Lake near inlet","salt","saguaro-epi","10/18/01 00:00:00","10/01/01 00:00:00",,,,,,4.6950000000000003e+01,4.2859999999999999e+01,4.3789999999999999e+01,7.4299999999999997e+00,1.4103000000000000e+02,,,,,,,,,,,,,,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,
185,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","10/18/01 00:00:00","10/01/01 00:00:00",,,,,,4.5289999999999999e+01,3.6500000000000000e+01,4.6799999999999997e+01,8.2799999999999994e+00,1.3687000000000000e+02,,,,,,,,,,,,,,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,
186,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","10/18/01 00:00:00","10/01/01 00:00:00",,,,,,3.9310000000000002e+01,3.8229999999999997e+01,4.2180000000000000e+01,8.7500000000000000e+00,1.2847000000000000e+02,,,,,,,,,,,,,,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,
187,"R11","CAP Canal at Cross-connect","cap","cap @ x con","10/18/01 00:00:00","10/01/01 00:00:00",,,,,,4.4590000000000003e+01,2.7809999999999999e+01,2.2149999999999999e+01,0.0000000000000000e+00,9.4549999999999997e+01,,,,,,,,,,,,,,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,
188,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","10/18/01 00:00:00","10/01/01 00:00:00",,,,,,9.5719999999999999e+01,3.0680000000000000e+01,7.6699999999999999e+00,0.0000000000000000e+00,1.3406999999999999e+02,,,,,,,,,,,,,,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,
189,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","10/18/01 00:00:00","10/01/01 00:00:00",,,,,,8.2719999999999999e+01,2.7960000000000001e+01,7.7999999999999998e+00,0.0000000000000000e+00,1.1848000000000000e+02,,,,,,,,,,,,,,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,
190,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","10/17/01 00:00:00","10/01/01 00:00:00",,,,,,8.1769999999999996e+01,3.7340000000000003e+01,1.4109999999999999e+01,0.0000000000000000e+00,1.3321000000000001e+02,,,,,,,,,,,,,,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,
191,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","10/17/01 00:00:00","10/01/01 00:00:00",,,,,,3.6899999999999999e+01,2.5699999999999999e+01,1.9820000000000000e+01,0.0000000000000000e+00,8.2430000000000007e+01,,,,,,,,,,,,,,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,
192,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","10/17/01 00:00:00","10/01/01 00:00:00",,,,,,4.5950000000000003e+01,3.2979999999999997e+01,2.4399999999999999e+01,0.0000000000000000e+00,1.0333000000000000e+02,,,,,,,,,,,,,,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,
193,"R17","Deer Valley WTP treated water","srp","deer valley-treated","10/17/01 00:00:00","10/01/01 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,
194,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","10/17/01 00:00:00","10/01/01 00:00:00",,,,,,6.8549999999999997e+01,3.0030000000000001e+01,1.2340000000000000e+01,0.0000000000000000e+00,1.1092000000000000e+02,,,,,,,,,,,,,,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,
195,"R19","Val Vista WTP treated water","srp","val vista-treated","10/17/01 00:00:00","10/01/01 00:00:00",,,,,,5.0280000000000001e+01,2.8280000000000001e+01,1.7620000000000001e+01,0.0000000000000000e+00,9.6180000000000007e+01,,,,,,,,,,,,,,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,
196,"R20","Verde River at Tangle","verde","verde abv horseshoe",,"10/01/01 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,
197,"R1","CAP canal above Waddell Canal","cap","cap-siphon",,"01/01/02 00:00:00",,,,,,1.6469999999999999e+01,2.1550000000000001e+01,1.1550000000000001e+01,0.0000000000000000e+00,4.9579999999999998e+01,,,,,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,
198,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi",,"01/01/02 00:00:00",,,,,,1.8750000000000000e+01,2.4190000000000001e+01,1.4350000000000000e+01,0.0000000000000000e+00,5.7289999999999999e+01,,,,,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,
199,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo",,"01/01/02 00:00:00",,,,,,1.8640000000000001e+01,2.3289999999999999e+01,1.3020000000000000e+01,0.0000000000000000e+00,5.4939999999999998e+01,,,,,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,
200,"R3","Waddell Canal","cap","waddell canal",,"01/01/02 00:00:00",,,,,,1.9100000000000001e+01,2.3489999999999998e+01,1.2990000000000000e+01,0.0000000000000000e+00,5.5579999999999998e+01,,,,,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,
201,"R4","Cap Canal at 7th St.","cap","cap @ 7th st",,"01/01/02 00:00:00",,,,,,1.7670000000000002e+01,2.2530000000000001e+01,1.3010000000000000e+01,0.0000000000000000e+00,5.3200000000000003e+01,,,,,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,
202,"R4-Dup","Cap Canal at 7th St.","cap","cap @ 7th st",,"01/01/02 00:00:00",,,,,,1.6399999999999999e+01,3.0170000000000002e+01,1.5180000000000000e+01,0.0000000000000000e+00,6.1740000000000002e+01,,,,,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,
203,"R5","Verde River btwn Horseshoe and Bartlett","verde","verde abv bartlett",,"01/01/02 00:00:00",,,,,,1.0660000000000000e+01,1.9559999999999999e+01,1.8190000000000001e+01,0.0000000000000000e+00,4.8399999999999999e+01,,,,,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,
