ID,Site Number,Site location,Cluster,Site Acronym,month/date,Arsenic (ug/L),Perchlorate (ug/L)
1815,R20,Verde River at Tangle,verde,verde abv horseshoe,5/5/2008,13.0,
1816,Havasu 1,Havasu lake Sample,,Havasu 1,5/5/2008,0.8,
1817,R3,Waddell Canal,cap,waddell canal,6/2/2008,1.6,
1818,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,6/2/2008,3.3,
1819,R11,CAP Canal at Cross-connect,cap,cap @ x con,6/2/2008,1.6,
1820,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,6/2/2008,5.0,
1821,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,6/2/2008,5.0,
1822,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,6/2/2008,4.7,
1823,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,6/2/2008,0.6,
1824,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,6/2/2008,4.7,
1825,R17,Deer Valley WTP treated water,srp,deer valley-treated,6/2/2008,0,
1826,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,6/2/2008,4.7,
1827,R19,Val Vista WTP treated water,srp,val vista-treated,6/2/2008,0.8,
1828,R19,Val Vista WTP treated water-West,srp,val vista-treated-West,6/2/2008,1.1,
1829,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,6/2/2008,4.2,
1830,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,6/2/2008,3.5,
1831,R25,verde river at beeline highway,verde,verde @ beeline,6/2/2008,5.2,
1832,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,6/2/2008,5.0,
1833,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,6/2/2008,5.4,
1834,UH In,Union Hills Inlet,cap,Union Hills Inlet,6/2/2008,1.1,
1835,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,6/2/2008,0.0,
1836,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,6/2/2008,5.9,
1837,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,6/2/2008,2.5,
1838,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,6/2/2008,4.5,
1839,HTC,Head of the Tempe Canal,tempe,head of tempe canal,6/2/2008,5.0,
1840,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,6/2/2008,5.4,
1841,SPT Out,Tempe's South Plant treated water,tempe,STP Out,6/2/2008,1.8,
1842,Green In,Greenway WTP Inlet,srp,Green In,6/2/2008,5.2,
1843,Green Out,Greenway WTP Outlet,srp,Green Out,6/2/2008,1.8,
1844,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,6/2/2008,2.2,
1845,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,6/2/2008,2.6,
1846,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,6/2/2008,5.2,
1847,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,6/2/2008,7.1,
1848,R9A,Saguaro Lake near inlet,salt,saguaro-epi,6/2/2008,2.8,
1849,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,6/2/2008,3.0,
1850,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,6/2/2008,3.3,
1851,R20,Verde River at Tangle,verde,verde abv horseshoe,6/2/2008,,
1852,Havasu 1,Havasu lake Sample,,Havasu 1,6/2/2008,1.3,
1853,R3,Waddell Canal,cap,waddell canal,7/7/2008,,
1854,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,7/7/2008,3.5,
1855,R11,CAP Canal at Cross-connect,cap,cap @ x con,7/7/2008,2.0,
1856,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,7/7/2008,4.7,
1857,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,7/7/2008,4.7,
1858,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,7/7/2008,5.4,
1859,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,7/7/2008,0.8,
1860,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,7/7/2008,5.0,
1861,R17,Deer Valley WTP treated water,srp,deer valley-treated,7/7/2008,0.8,
1862,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,7/7/2008,5.6,
1863,R19,Val Vista WTP treated water,srp,val vista-treated,7/7/2008,1.2,
1864,R19,Val Vista WTP treated water-West,srp,val vista-treated-West,7/7/2008,1.2,
1865,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,7/7/2008,5.1,
1866,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,7/7/2008,1.7,
1867,R25,verde river at beeline highway,verde,verde @ beeline,7/7/2008,20.1,
1868,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,7/7/2008,5.1,
1869,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,7/7/2008,4.7,
1870,UH In,Union Hills Inlet,cap,Union Hills Inlet,7/7/2008,2.4,
1871,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,7/7/2008,0.2,
1872,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,7/7/2008,0.0,
1873,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,7/7/2008,0.4,
1874,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,7/7/2008,5.5,
1875,HTC,Head of the Tempe Canal,tempe,head of tempe canal,7/7/2008,5.1,
1876,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,7/7/2008,5.7,
1877,SPT Out,Tempe's South Plant treated water,tempe,STP Out,7/7/2008,1.7,
1878,Glen In,Glendale WTP Inlet,srp,Glen In,7/7/2008,0.0,
1879,Glen Out,Glendale WTP Outlet,srp,Glen Out,7/7/2008,1.8,
1880,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,7/7/2008,2.4,
1881,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,7/7/2008,2.6,
1882,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,7/7/2008,8.1,
1883,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,7/7/2008,6.9,
1884,R9A,Saguaro Lake near inlet,salt,saguaro-epi,7/7/2008,3.9,
1885,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,7/7/2008,3.5,
1886,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,7/7/2008,3.4,
1887,R20,Verde River at Tangle,verde,verde abv horseshoe,7/7/2008,,
1888,Havasu 1,Havasu lake Sample,,Havasu 1,7/7/2008,,
1889,R3,Waddell Canal,cap,waddell canal,8/4/2008,,
1890,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,8/4/2008,4.3,
1891,R11,CAP Canal at Cross-connect,cap,cap @ x con,8/4/2008,2.5,
1892,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,8/4/2008,5.3,
1893,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,8/4/2008,4.5,
1894,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,8/4/2008,5.0,
1895,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,8/4/2008,0.4,
1896,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,8/4/2008,4.8,
1897,R17,Deer Valley WTP treated water,srp,deer valley-treated,8/4/2008,0.9,
1898,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,8/4/2008,4.9,
1899,R19,Val Vista WTP treated water,srp,val vista-treated,8/4/2008,0.9,
1900,R19,Val Vista WTP treated water-West,srp,val vista-treated-West,8/4/2008,1.1,
1901,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,8/4/2008,5,
1902,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,8/4/2008,4.7,
1903,R25,verde river at beeline highway,verde,verde @ beeline,8/4/2008,9.1,
1904,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,8/4/2008,4.8,
1905,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,8/4/2008,4.7,
1906,UH In,Union Hills Inlet,cap,Union Hills Inlet,8/4/2008,2.5,
1907,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,8/4/2008,0.1,
1908,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,8/4/2008,4.4,
1909,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,8/4/2008,2.0,
1910,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,8/4/2008,5.1,
1911,HTC,Head of the Tempe Canal,tempe,head of tempe canal,8/4/2008,12.7,
1912,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,8/4/2008,5.2,
1913,SPT Out,Tempe's South Plant treated water,tempe,STP Out,8/4/2008,5.2,
1914,Glen In,Glendale WTP Inlet,srp,Glen In,8/4/2008,4.8,
1915,Glen Out,Glendale WTP Outlet,srp,Glen Out,8/4/2008,1.6,
1916,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,8/4/2008,,
1917,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,8/4/2008,,
1918,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,8/4/2008,8.2,
1919,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,8/4/2008,8.1,
1920,R9A,Saguaro Lake near inlet,salt,saguaro-epi,8/4/2008,4.3,
1921,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,8/4/2008,4.2,
1922,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,8/4/2008,3.8,
1923,R20,Verde River at Tangle,verde,verde abv horseshoe,8/4/2008,,
1924,Havasu 1,Havasu lake Sample,,Havasu 1,8/4/2008,,
1925,R3,Waddell Canal,cap,waddell canal,9/2/2008,,
1926,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,9/2/2008,4.5,
1927,R11,CAP Canal at Cross-connect,cap,cap @ x con,9/2/2008,2.0,
1928,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,9/2/2008,8.2,
1929,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,9/2/2008,6.3,
1930,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,9/2/2008,6.8,
1931,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,9/2/2008,0.6,
1932,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,9/2/2008,6.8,
1933,R17,Deer Valley WTP treated water,srp,deer valley-treated,9/2/2008,,
1934,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,9/2/2008,8.0,
1935,R19,Val Vista WTP treated water,srp,val vista-treated,9/2/2008,0.9,
1936,R19,Val Vista WTP treated water-West,srp,val vista-treated-West,9/2/2008,1.1,
1937,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,9/2/2008,7.2,
1938,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,9/2/2008,7.0,
1939,R25,verde river at beeline highway,verde,verde @ beeline,9/2/2008,9.1,
1940,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,9/2/2008,7.4,
1941,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,9/2/2008,2.1,
1942,UH In,Union Hills Inlet,cap,Union Hills Inlet,9/2/2008,2.2,
1943,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,9/2/2008,0.0,
1944,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,9/2/2008,7.5,
1945,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,9/2/2008,2.6,
1946,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,9/2/2008,8.1,
1947,HTC,Head of the Tempe Canal,tempe,head of tempe canal,9/2/2008,7.6,
1948,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,SPT In,9/2/2008,6.9,
1949,SPT Out,Tempe's South Plant treated water,tempe,SPT Out,9/2/2008,2.8,
1950,Glen In,Glen In,srp,Glen In,9/2/2008,6.7,
1951,Glen Out,Glendale WTP Outlet,srp,Glen Out,9/2/2008,2.9,
1952,Green In,Greenway WTP Inlet,srp,Green In,9/2/2008,6.8,
1953,Green Out,Greenway WTP Outlet,srp,Green Out,9/2/2008,2.2,
1954,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,9/2/2008,2.4,
1955,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,9/2/2008,2.8,
1956,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,9/2/2008,8.0,
1957,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,9/2/2008,10.1,
1958,R9A,Saguaro Lake near inlet,salt,saguaro-epi,9/2/2008,3.9,
1959,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,9/2/2008,3.8,
1960,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,9/2/2008,3.6,
1961,R20,Verde River at Tangle,verde,verde abv horseshoe,9/2/2008,19.1,
1962,Havasu 1,Havasu lake Sample,,Havasu 1,9/2/2008,,
1963,R3,Waddell Canal,cap,waddell canal,10/7/2008,0.2,
1964,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,10/7/2008,3.4,
1965,R11,CAP Canal at Cross-connect,cap,cap @ x con,10/7/2008,2.1,
1966,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,10/7/2008,4.5,
1967,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,10/7/2008,4.2,
1968,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,10/7/2008,4.2,
1969,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,10/7/2008,0.4,
1970,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,10/7/2008,4.5,
1971,R17,Deer Valley WTP treated water,srp,deer valley-treated,10/7/2008,0.5,
1972,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,10/7/2008,4.3,
1094,R25,verde river at beeline highway,verde,verde @ beeline,10/10/2006,9.9,
1095,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,10/10/2006,4.7,
1096,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,10/10/2006,,
1097,UH In,Union Hills Inlet,cap,Union Hills Inlet,10/10/2006,2.1,
1098,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,10/10/2006,<2.0,
1099,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,10/10/2006,5.2,
1100,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,10/10/2006,<2.0,
1101,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,10/10/2006,6.3,
1102,HTC,Head of the Tempe Canal,tempe,head of tempe canal,10/10/2006,<2.0,
1103,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,10/10/2006,6.6,
1104,SPT Out,Tempe's South Plant treated water,tempe,STP Out,10/10/2006,3.7,
1105,Green In,Greenway WTP Inlet,srp,Green In,10/10/2006,5.1,
1106,Green Out,Greenway WTP Outlet,srp,Green Out,10/10/2006,<2.0,
1107,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,10/10/2006,,
1108,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,10/10/2006,,
1109,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,10/10/2006,5.2,
1110,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,10/10/2006,15.9,
1111,R9A,Saguaro Lake near inlet,salt,saguaro-epi,10/10/2006,4.8,
1112,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,10/10/2006,4.8,
1113,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,10/10/2006,4.8,
1114,R20,Verde River at Tangle,verde,verde abv horseshoe,10/10/2006,20.5,
1115,Havasu 1,Havasu lake Sample,,Havasu 1,10/10/2006,,
1116,Havasu 2,Havasu lake Sample,,Havasu 2,10/10/2006,,
1117,R3,Waddell Canal,cap,waddell canal,11/14/2006,3.1,
1118,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,11/14/2006,2.9,
1119,R11,CAP Canal at Cross-connect,cap,cap @ x con,11/14/2006,<2.0,
1120,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,11/14/2006,4.6,
1121,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,11/14/2006,8.1,
1122,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,11/14/2006,12.5,
1123,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,11/14/2006,<2.0,
1124,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,11/14/2006,11.8,
1125,R17,Deer Valley WTP treated water,srp,deer valley-treated,11/14/2006,2.2,
1126,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,11/14/2006,14.2,
1127,R19,Val Vista WTP treated water,srp,val vista-treated,11/14/2006,2.7,
1128,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,11/14/2006,9.4,
1129,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,11/14/2006,12.9,
1130,R25,verde river at beeline highway,verde,verde @ beeline,11/14/2006,12.5,
1131,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,11/14/2006,10.9,
1132,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,11/14/2006,12.5,
1133,UH In,Union Hills Inlet,cap,Union Hills Inlet,11/14/2006,<2.0,
1134,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,11/14/2006,<2.0,
1135,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,11/14/2006,12.1,
1136,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,11/14/2006,6.2,
1137,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,11/14/2006,13.6,
1138,HTC,Head of the Tempe Canal,tempe,head of tempe canal,11/14/2006,14.2,
1139,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,11/14/2006,,
1140,SPT Out,Tempe's South Plant treated water,tempe,STP Out,11/14/2006,,
1141,Green In,Greenway WTP Inlet,srp,Green In,11/14/2006,11.2,
1142,Green Out,Greenway WTP Outlet,srp,Green Out,11/14/2006,8.6,
1143,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,11/14/2006,<2.0,
1144,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,11/14/2006,2.9,
1145,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,11/14/2006,16.3,
1146,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,11/14/2006,16.1,
1147,R9A,Saguaro Lake near inlet,salt,saguaro-epi,11/14/2006,4.8,
1148,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,11/14/2006,4.6,
1149,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,11/14/2006,4.4,
1150,R20,Verde River at Tangle,verde,verde abv horseshoe,11/14/2006,16.5,
1151,Havasu 1,Havasu lake Sample,,Havasu 1,11/14/2006,<2.0,
1152,Havasu 2,Havasu lake Sample,,Havasu 2,11/14/2006,,
1153,R3,Waddell Canal,cap,waddell canal,12/5/2006,0.0,
1154,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,12/5/2006,3.6,
1155,R11,CAP Canal at Cross-connect,cap,cap @ x con,12/5/2006,0.0,
1156,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,12/5/2006,,
1157,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,12/5/2006,9.6,
1158,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,12/5/2006,11.7,
1159,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,12/5/2006,0.0,
1160,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,12/5/2006,12.5,
1161,R17,Deer Valley WTP treated water,srp,deer valley-treated,12/5/2006,0,
1162,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,12/5/2006,,
1163,R19,Val Vista WTP treated water,srp,val vista-treated,12/5/2006,,
1164,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,12/5/2006,12.7,
1165,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,12/5/2006,10.9,
1166,R25,verde river at beeline highway,verde,verde @ beeline,12/5/2006,13,
1167,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,12/5/2006,10.7,
1168,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,12/5/2006,11.1,
1169,UH In,Union Hills Inlet,cap,Union Hills Inlet,12/5/2006,0.0,
1170,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,12/5/2006,0.0,
1171,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,12/5/2006,11.0,
1172,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,12/5/2006,5.0,
1173,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,12/5/2006,12.3,
1174,HTC,Head of the Tempe Canal,tempe,head of tempe canal,12/5/2006,,
1175,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,12/5/2006,,
1176,SPT Out,Tempe's South Plant treated water,tempe,STP Out,12/5/2006,,
1177,Green In,Greenway WTP Inlet,srp,Green In,12/5/2006,,
1178,Green Out,Greenway WTP Outlet,srp,Green Out,12/5/2006,,
1179,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,12/5/2006,3.3,
1180,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,12/5/2006,3.1,
1181,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,12/5/2006,14.6,
1182,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,12/5/2006,14.3,
1183,R9A,Saguaro Lake near inlet,salt,saguaro-epi,12/5/2006,4.2,
1184,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,12/5/2006,4.1,
1185,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,12/5/2006,4.4,
1186,R20,Verde River at Tangle,verde,verde abv horseshoe,12/5/2006,17.4,
1187,Havasu 1,Havasu lake Sample,,Havasu 1,12/5/2006,0.0,
1188,Havasu 2,Havasu lake Sample,,Havasu 2,12/5/2006,,
1189,R3,Waddell Canal,cap,waddell canal,1/9/2007,0.0,
1190,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,1/9/2007,3.5,
1191,R11,CAP Canal at Cross-connect,cap,cap @ x con,1/9/2007,,
1192,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,1/9/2007,5.8,
1193,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,1/9/2007,9.6,
1194,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,1/9/2007,,
1195,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,1/9/2007,,
1196,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,1/9/2007,,
1197,R17,Deer Valley WTP treated water,srp,deer valley-treated,1/9/2007,,
1198,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,1/9/2007,9.3,
1199,R19,Val Vista WTP treated water,srp,val vista-treated,1/9/2007,5.0,
1200,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,1/9/2007,10.6,
1201,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,1/9/2007,11.3,
1202,R25,verde river at beeline highway,verde,verde @ beeline,1/9/2007,12.2,
1203,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,1/9/2007,10.9,
1204,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,1/9/2007,9.8,
1205,UH In,Union Hills Inlet,cap,Union Hills Inlet,1/9/2007,0.0,
1206,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,1/9/2007,0.0,
1207,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,1/9/2007,,
1208,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,1/9/2007,,
1209,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,1/9/2007,11.4,
1210,HTC,Head of the Tempe Canal,tempe,head of tempe canal,1/9/2007,11.3,
1211,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,1/9/2007,11.2,
1212,SPT Out,Tempe's South Plant treated water,tempe,STP Out,1/9/2007,7.2,
1213,Green In,Greenway WTP Inlet,srp,Green In,1/9/2007,,
1214,Green Out,Greenway WTP Outlet,srp,Green Out,1/9/2007,,
1215,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,1/9/2007,3.6,
1216,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,1/9/2007,3.5,
1217,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,1/9/2007,12.6,
1218,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,1/9/2007,12.8,
1219,R9A,Saguaro Lake near inlet,salt,saguaro-epi,1/9/2007,4.1,
1220,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,1/9/2007,4.2,
1221,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,1/9/2007,3.9,
1222,R20,Verde River at Tangle,verde,verde abv horseshoe,1/9/2007,15.9,
1223,Havasu 1,Havasu lake Sample,,Havasu 1,1/9/2007,2.0,
1224,Havasu 2,Havasu lake Sample,,Havasu 2,1/9/2007,,
1225,R3,Waddell Canal,cap,waddell canal,2/5/2007,2.4,
1226,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,2/5/2007,4.3,
1227,R11,CAP Canal at Cross-connect,cap,cap @ x con,2/5/2007,2.6,
1228,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,2/5/2007,6.5,
1229,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,2/5/2007,7.6,
1230,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,2/5/2007,,
