"site number","site location","cluster","site acronym","date","sample type","MIB (ng/L) ASU","geosmin (ng/L) ASU","beta-cyclocitral (ng/L)","IPMP recovery (%)","MIB (ng/L) Phoenix","geosmin (ng/L) Phoenix","comments"
"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo",2017-01-09,NA,NA,NA,NA,NA,NA,NA,NA
"R6C","Bartlett Reservoir near dock","verde","bartlett-hypo",2017-01-09,NA,0.183552390633636,-0.388224871543823,NA,NA,NA,NA,NA
"R9A","Saguaro Lake near inlet","salt","saguaro-epi",2017-01-09,NA,NA,NA,NA,NA,NA,NA,NA
"R9A-Dup","Saguaro Lake near inlet","salt","saguaro-epi dup",2017-01-09,NA,NA,NA,NA,NA,NA,NA,NA
"R9B","Saguaro Lake near inlet","salt","saguaro-hypo",2017-01-09,NA,NA,NA,NA,NA,NA,NA,NA
"R9C","Saguaro Lake near dock","salt","saguaro-hypo",2017-01-09,NA,2.27008857308337,-0.388224871543823,NA,NA,NA,NA,NA
"Roos In","Roosevelt at Salt river Inlet","salt","SRNR",2017-01-09,NA,NA,NA,NA,NA,NA,NA,NA
"Salt-Gila","Salt-Gila Pump Station",NA,"SGPS",2017-01-09,NA,-0.24081631682917,1.36600801455578,NA,NA,NA,NA,NA
"SOCA","South Canal below CAP Cross-conect","srp","South canal below CAP",2017-01-09,NA,NA,NA,NA,NA,NA,NA,NA
"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In",2017-01-09,NA,NA,NA,NA,NA,NA,NA,NA
"SPT Out","Tempe's South Plant treated water","tempe","STP Out",2017-01-09,NA,NA,NA,NA,NA,NA,NA,NA
"UH In","Union Hills Inlet","cap","Union Hills Inlet",2017-01-09,NA,0.183552390633636,-0.388224871543823,NA,NA,NA,NA,NA
"UH Out","Union Hills Treated Water","cap","Union Hills Outlet",2017-01-09,NA,0.183552390633636,-0.388224871543823,NA,NA,NA,NA,NA
"AN In","Anthem Inlet",NA,"Anthem In",2017-02-06,NA,2.67085096382238,0.677508878651965,NA,NA,NA,NA,NA
"AN Out","Anthem Outlet",NA,"Anthem Out",2017-02-06,NA,2.33249678795993,0.722636368516342,NA,NA,NA,NA,NA
"CH In","Chandler Inlet",NA,"Chandler Inlet",2017-02-06,NA,-0.014266129512571,1.25905891273193,NA,NA,NA,NA,NA
"CH Out","Chandler Treated",NA,"Chandler Treated",2017-02-06,NA,0.172073851397186,1.98849295075935,NA,NA,NA,NA,NA
"Glen In","Glendale WTP Inlet","srp","Glen In",2017-02-06,NA,NA,NA,NA,NA,NA,NA,NA
"Glen Out","Glendale WTP Outlet","srp","Glen Out",2017-02-06,NA,NA,NA,NA,NA,NA,NA,NA
"GR In","Greenway WTP Inlet","srp","Green In",2017-02-06,NA,NA,NA,NA,NA,NA,NA,NA
"GR Out","Greenway WTP Outlet","srp","Green Out",2017-02-06,NA,NA,NA,NA,NA,NA,NA,NA
"Havasu 1","Havasu lake Sample",NA,"Havasu 1",2017-02-06,NA,NA,NA,NA,NA,NA,NA,NA
"HOC","Head of the Consolidated Canal","srp","Head of the Consolidated Canal",2017-02-06,NA,-1.13104506773187,0.499362014102892,NA,NA,NA,NA,NA
"HTC","Head of the Tempe Canal","tempe","head of tempe canal",2017-02-06,NA,-1.43591408913009,0.0575394950928683,NA,NA,NA,NA,NA
"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87",2017-02-06,NA,-1.43591408913009,0.0575394950928683,NA,NA,NA,NA,NA
"Mesa Turnout","Mesa Turnout",NA,"MTO",2017-02-06,NA,NA,NA,NA,NA,NA,NA,NA
"MOC","Middle of the Consolidated Canal","srp","Middle of the Consolidated Canal",2017-02-06,NA,-1.43591408913009,0.0575394950928683,NA,NA,NA,NA,NA
"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet",2017-02-06,NA,NA,NA,NA,NA,NA,NA,NA
"NP Out","Tempe's North Plant treated water","tempe","north plant outlet",2017-02-06,NA,NA,NA,NA,NA,NA,NA,NA
"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima",2017-02-06,NA,-0.127611275795273,0.91336099628775,NA,NA,NA,NA,NA
"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro",2017-02-06,NA,-1.43591408913009,0.654716447115733,NA,NA,NA,NA,NA
"R11","CAP Canal at Cross-connect","cap","cap @ x con",2017-02-06,NA,NA,NA,NA,NA,NA,NA,NA
"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow",2017-02-06,NA,-0.155071904560921,0.942175508397099,NA,NA,NA,NA,NA
"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap",2017-02-06,NA,-1.43591408913009,2.43610886373845,NA,NA,NA,NA,NA
"R14","AZ Canal - Inlet to 24th St WTP","srp","az canal @ 24th St",2017-02-06,NA,NA,NA,NA,NA,NA,NA,NA
"R15","24th St WTP treated water","srp","24th St-treated",2017-02-06,NA,NA,NA,NA,NA,NA,NA,NA
"R20","Verde River at Tangle","verde","verde abv horseshoe",2017-02-06,NA,NA,NA,NA,NA,NA,NA,NA
"R21","AZ Canal at Central Av.","srp","az canal @ central ave.",2017-02-06,NA,0.268606367823368,0.906652855902505,NA,NA,NA,NA,NA
"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.",2017-02-06,NA,11.029950423235,2.46164553452319,NA,NA,NA,NA,NA
"R25","verde river at beeline highway","verde","verde @ beeline",2017-02-06,NA,2.35799594324232,0.602652130262067,NA,NA,NA,NA,NA
"R2A","Lake Pleasant integrated sample","cap","pleasant-epi",2017-02-06,NA,NA,NA,NA,NA,NA,NA,NA
"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo",2017-02-06,NA,NA,NA,NA,NA,NA,NA,NA
"R3","Waddell Canal","cap","waddell canal",2017-02-06,NA,11.2853622918053,0.909397095151014,NA,NA,NA,NA,NA
"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi",2017-02-06,NA,-1.43591408913009,0.0575394950928683,NA,NA,NA,NA,NA
"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo",2017-02-06,NA,-1.43591408913009,0.704493897928974,NA,NA,NA,NA,NA
"R6C","Bartlett Reservoir near dock","verde","bartlett-hypo",2017-02-06,NA,-1.43591408913009,0.0575394950928683,NA,NA,NA,NA,NA
"R9A","Saguaro Lake near inlet","salt","saguaro-epi",2017-02-06,NA,-0.176788218125592,0.926319903850156,NA,NA,NA,NA,NA
"R9A-Dup","Saguaro Lake near inlet","salt","saguaro-epi dup",2017-02-06,NA,-0.235912633121018,1.37622268286968,NA,NA,NA,NA,NA
"R9B","Saguaro Lake near inlet","salt","saguaro-hypo",2017-02-06,NA,-0.254686736460798,2.63163591019475,NA,NA,NA,NA,NA
"R9C","Saguaro Lake near dock","salt","saguaro-hypo",2017-02-06,NA,0.142651749148277,1.53302546437479,NA,NA,NA,NA,NA
"Roos In","Roosevelt at Salt river Inlet","salt","SRNR",2017-02-06,NA,NA,NA,NA,NA,NA,NA,NA
"Salt-Gila","Salt-Gila Pump Station",NA,"SGPS",2017-02-06,NA,NA,NA,NA,NA,NA,NA,NA
"SOCA","South Canal below CAP Cross-conect","srp","South canal below CAP",2017-02-06,NA,NA,NA,NA,NA,NA,NA,NA
"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In",2017-02-06,NA,-0.186595585541895,0.799246380870565,NA,NA,NA,NA,NA
"SPT Out","Tempe's South Plant treated water","tempe","STP Out",2017-02-06,NA,-0.448732506054793,1.6063576354044,NA,NA,NA,NA,NA
"UH In","Union Hills Inlet","cap","Union Hills Inlet",2017-02-06,NA,NA,NA,NA,NA,NA,NA,NA
"UH Out","Union Hills Treated Water","cap","Union Hills Outlet",2017-02-06,NA,NA,NA,NA,NA,NA,NA,NA
"AN In","Anthem Inlet",NA,"Anthem In",2017-03-06,NA,NA,NA,NA,NA,NA,NA,NA
"AN Out","Anthem Outlet",NA,"Anthem Out",2017-03-06,NA,NA,NA,NA,NA,NA,NA,NA
"Havasu 1","Havasu lake Sample",NA,"Havasu 1",2017-03-06,NA,0.515910254523035,1.47937009324109,NA,NA,NA,NA,NA
"Mesa Turnout","Mesa Turnout",NA,"MTO",2017-03-06,NA,1.23285898545607,1.4722172659017,NA,NA,NA,NA,NA
"R20","Verde River at Tangle","verde","verde abv horseshoe",2017-03-06,NA,0.515910254523035,1.20792946600284,NA,NA,NA,NA,NA
"R2A","Lake Pleasant integrated sample","cap","pleasant-epi",2017-03-06,NA,3.71231044557805,0.275861041932043,NA,NA,NA,NA,NA
"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo",2017-03-06,NA,4.85727747850261,0.849921287375097,NA,NA,NA,NA,NA
"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi",2017-03-06,NA,NA,NA,NA,NA,NA,NA,NA
"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo",2017-03-06,NA,NA,NA,NA,NA,NA,NA,NA
"R6C","Bartlett Reservoir near dock","verde","bartlett-hypo",2017-03-06,NA,NA,NA,NA,NA,NA,NA,NA
"R9A","Saguaro Lake near inlet","salt","saguaro-epi",2017-03-06,NA,NA,NA,NA,NA,NA,NA,NA
"R9A-Dup","Saguaro Lake near inlet","salt","saguaro-epi dup",2017-03-06,NA,NA,NA,NA,NA,NA,NA,NA
"R9B","Saguaro Lake near inlet","salt","saguaro-hypo",2017-03-06,NA,NA,NA,NA,NA,NA,NA,NA
"R9C","Saguaro Lake near dock","salt","saguaro-hypo",2017-03-06,NA,NA,NA,NA,NA,NA,NA,NA
"Roos In","Roosevelt at Salt river Inlet","salt","SRNR",2017-03-06,NA,0.515910254523035,1.07104758213202,NA,NA,NA,NA,NA
"Salt-Gila","Salt-Gila Pump Station",NA,"SGPS",2017-03-06,NA,1.26846692696465,1.38014753963576,NA,NA,NA,NA,NA
"AN In","Anthem Inlet",NA,"Anthem In",2017-04-03,NA,1.16670412965839,1.17662820448348,NA,NA,NA,NA,NA
"AN Out","Anthem Outlet",NA,"Anthem Out",2017-04-03,NA,0.515910254523035,1.37715191109191,NA,NA,NA,NA,NA
"CH In","Chandler Inlet",NA,"Chandler Inlet",2017-04-03,NA,0.515910254523035,1.29688129317213,NA,NA,NA,NA,NA
"CH Out","Chandler Treated",NA,"Chandler Treated",2017-04-03,NA,0.515910254523035,1.09825278013225,NA,NA,NA,NA,NA
"Glen In","Glendale WTP Inlet","srp","Glen In",2017-04-03,NA,0.515910254523035,0.902314219254191,NA,NA,NA,NA,NA
"Glen Out","Glendale WTP Outlet","srp","Glen Out",2017-04-03,NA,0.515910254523035,0.275861041932043,NA,NA,NA,NA,NA
"GR In","Greenway WTP Inlet","srp","Green In",2017-04-03,NA,NA,NA,NA,NA,NA,NA,NA
"GR Out","Greenway WTP Outlet","srp","Green Out",2017-04-03,NA,NA,NA,NA,NA,NA,NA,NA
"Havasu 1","Havasu lake Sample",NA,"Havasu 1",2017-04-03,NA,0.636569613400869,1.70664296657876,NA,NA,NA,NA,NA
"HOC","Head of the Consolidated Canal","srp","Head of the Consolidated Canal",2017-04-03,NA,0.515910254523035,1.06481178393871,NA,NA,NA,NA,NA
"HTC","Head of the Tempe Canal","tempe","head of tempe canal",2017-04-03,NA,0.515910254523035,0.983501866320046,NA,NA,NA,NA,NA
"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87",2017-04-03,NA,0.515910254523035,1.31461052332959,NA,NA,NA,NA,NA
"Mesa Turnout","Mesa Turnout",NA,"MTO",2017-04-03,NA,0.636569613400869,1.37528085177204,NA,NA,NA,NA,NA
"MOC","Middle of the Consolidated Canal","srp","Middle of the Consolidated Canal",2017-04-03,NA,0.515910254523035,1.35110828334338,NA,NA,NA,NA,NA
"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet",2017-04-03,NA,0.515910254523035,1.33423494705559,NA,NA,NA,NA,NA
"NP Out","Tempe's North Plant treated water","tempe","north plant outlet",2017-04-03,NA,0.515910254523035,1.04830525930936,NA,NA,NA,NA,NA
"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima",2017-04-03,NA,0.515910254523035,2.69724593450532,NA,NA,NA,NA,NA
"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro",2017-04-03,NA,1.21415125984115,0.774052409356478,NA,NA,NA,NA,NA
"R11","CAP Canal at Cross-connect","cap","cap @ x con",2017-04-03,NA,1.47515566358936,1.49495958872437,NA,NA,NA,NA,NA
"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow",2017-04-03,NA,0.515910254523035,1.1342003226584,NA,NA,NA,NA,NA
"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap",2017-04-03,NA,0.515910254523035,1.43027846628787,NA,NA,NA,NA,NA
"R14","AZ Canal - Inlet to 24th St WTP","srp","az canal @ 24th St",2017-04-03,NA,NA,NA,NA,NA,NA,NA,NA
"R15","24th St WTP treated water","srp","24th St-treated",2017-04-03,NA,0.515910254523035,0.275861041932043,NA,NA,NA,NA,NA
"R20","Verde River at Tangle","verde","verde abv horseshoe",2017-04-03,NA,0.636569613400869,1.67044642980339,NA,NA,NA,NA,NA
"R21","AZ Canal at Central Av.","srp","az canal @ central ave.",2017-04-03,NA,0.515910254523035,1.08333577268943,NA,NA,NA,NA,NA
"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.",2017-04-03,NA,0.515910254523035,0.275861041932043,NA,NA,NA,NA,NA
"R25","verde river at beeline highway","verde","verde @ beeline",2017-04-03,NA,0.515910254523035,1.25763244572012,NA,NA,NA,NA,NA
"R2A","Lake Pleasant integrated sample","cap","pleasant-epi",2017-04-03,NA,2.2812767263091,0.0458371898106087,NA,NA,NA,NA,NA
"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo",2017-04-03,NA,3.30310982499112,0.0458371898106087,NA,NA,NA,NA,NA
"R3","Waddell Canal","cap","waddell canal",2017-04-03,NA,1.31591405714741,2.36057396734292,NA,NA,NA,NA,NA
"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi",2017-04-03,NA,NA,NA,NA,NA,NA,NA,NA
"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo",2017-04-03,NA,NA,NA,NA,NA,NA,NA,NA
"R6C","Bartlett Reservoir near dock","verde","bartlett-hypo",2017-04-03,NA,0.515910254523035,0.275861041932043,NA,NA,NA,NA,NA
"R9A","Saguaro Lake near inlet","salt","saguaro-epi",2017-04-03,NA,2.95451199494481,4.39313850198033,NA,NA,NA,NA,NA
"R9A-Dup","Saguaro Lake near inlet","salt","saguaro-epi dup",2017-04-03,NA,2.55044319675982,5.21094509445016,NA,NA,NA,NA,NA
"R9B","Saguaro Lake near inlet","salt","saguaro-hypo",2017-04-03,NA,0.515910254523035,0.275861041932043,NA,NA,NA,NA,NA
"R9C","Saguaro Lake near dock","salt","saguaro-hypo",2017-04-03,NA,3.6864630565642,7.37152689787966,NA,NA,NA,NA,NA
"Roos In","Roosevelt at Salt river Inlet","salt","SRNR",2017-04-03,NA,NA,NA,NA,NA,NA,NA,NA
"Salt-Gila","Salt-Gila Pump Station",NA,"SGPS",2017-04-03,NA,0.636569613400869,0.0458371898106087,NA,NA,NA,NA,NA
"SOCA","South Canal below CAP Cross-conect","srp","South canal below CAP",2017-04-03,NA,0.515910254523035,1.07709997449612,NA,NA,NA,NA,NA
"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In",2017-04-03,NA,NA,NA,NA,NA,NA,NA,NA
"SPT Out","Tempe's South Plant treated water","tempe","STP Out",2017-04-03,NA,NA,NA,NA,NA,NA,NA,NA
"UH In","Union Hills Inlet","cap","Union Hills Inlet",2017-04-03,NA,0.515910254523035,1.30794677820144,NA,NA,NA,NA,NA
"UH Out","Union Hills Treated Water","cap","Union Hills Outlet",2017-04-03,NA,1.69937724451018,1.26985950100112,NA,NA,NA,NA,NA
"AN In","Anthem Inlet",NA,"Anthem In",2017-05-01,NA,1.56853986163449,0.922943998162015,NA,NA,NA,NA,NA
"AN Out","Anthem Outlet",NA,"Anthem Out",2017-05-01,NA,1.64687012263525,0.967530460680014,NA,NA,NA,NA,NA
"CH In","Chandler Inlet",NA,"Chandler Inlet",2017-05-01,NA,0.636569613400869,1.17040685554238,NA,NA,NA,NA,NA
"CH Out","Chandler Treated",NA,"Chandler Treated",2017-05-01,NA,0.636569613400869,1.26653143333656,NA,NA,NA,NA,NA
"Glen In","Glendale WTP Inlet","srp","Glen In",2017-05-01,NA,0.636569613400869,0.0458371898106087,NA,NA,NA,NA,NA
"Glen Out","Glendale WTP Outlet","srp","Glen Out",2017-05-01,NA,0.636569613400869,0.0458371898106087,NA,NA,NA,NA,NA
"GR In","Greenway WTP Inlet","srp","Green In",2017-05-01,NA,0.636569613400869,2.16497262429067,NA,NA,NA,NA,NA
"GR Out","Greenway WTP Outlet","srp","Green Out",2017-05-01,NA,0.636569613400869,2.50848015541053,NA,NA,NA,NA,NA
"Havasu 1","Havasu lake Sample",NA,"Havasu 1",2017-05-01,NA,0.726230482329497,2.41433977492449,NA,NA,NA,NA,NA
"HOC","Head of the Consolidated Canal","srp","Head of the Consolidated Canal",2017-05-01,NA,0.636569613400869,0.0458371898106087,NA,NA,NA,NA,NA
"HTC","Head of the Tempe Canal","tempe","head of tempe canal",2017-05-01,NA,0.636569613400869,0.766252146911481,NA,NA,NA,NA,NA
"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87",2017-05-01,NA,0.636569613400869,0.823703162234854,NA,NA,NA,NA,NA
"Mesa Turnout","Mesa Turnout",NA,"MTO",2017-05-01,NA,1.34850603657373,1.74828499995404,NA,NA,NA,NA,NA
"MOC","Middle of the Consolidated Canal","srp","Middle of the Consolidated Canal",2017-05-01,NA,0.636569613400869,1.17560061909735,NA,NA,NA,NA,NA
"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet",2017-05-01,NA,0.636569613400869,0.96505343498457,NA,NA,NA,NA,NA
"NP Out","Tempe's North Plant treated water","tempe","north plant outlet",2017-05-01,NA,0.636569613400869,0.785029599764044,NA,NA,NA,NA,NA
"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima",2017-05-01,NA,0.636569613400869,0.910239253466025,NA,NA,NA,NA,NA
"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro",2017-05-01,NA,2.39694517294726,1.00652363936959,NA,NA,NA,NA,NA
"R11","CAP Canal at Cross-connect","cap","cap @ x con",2017-05-01,NA,1.6096461210518,1.11431420914877,NA,NA,NA,NA,NA
"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow",2017-05-01,NA,1.71024227257028,1.00708296775243,NA,NA,NA,NA,NA
"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap",2017-05-01,NA,0.636569613400869,0.715433168127524,NA,NA,NA,NA,NA
"R14","AZ Canal - Inlet to 24th St WTP","srp","az canal @ 24th St",2017-05-01,NA,0.636569613400869,0.770726773974219,NA,NA,NA,NA,NA
"R15","24th St WTP treated water","srp","24th St-treated",2017-05-01,NA,0.636569613400869,0.0458371898106087,NA,NA,NA,NA,NA
"R20","Verde River at Tangle","verde","verde abv horseshoe",2017-05-01,NA,NA,NA,NA,NA,NA,NA,NA
"R21","AZ Canal at Central Av.","srp","az canal @ central ave.",2017-05-01,NA,0.636569613400869,0.928936802263896,NA,NA,NA,NA,NA
"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.",2017-05-01,NA,0.636569613400869,1.01043893804949,NA,NA,NA,NA,NA
"R25","verde river at beeline highway","verde","verde @ beeline",2017-05-01,NA,0.636569613400869,0.0458371898106087,NA,NA,NA,NA,NA
"R2A","Lake Pleasant integrated sample","cap","pleasant-epi",2017-05-01,NA,1.08766579833313,1.30602398373714,NA,NA,NA,NA,NA
"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo",2017-05-01,NA,3.90432797569803,1.16898763236191,NA,NA,NA,NA,NA
"R3","Waddell Canal","cap","waddell canal",2017-05-01,NA,1.79953420274899,1.11687113889891,NA,NA,NA,NA,NA
"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi",2017-05-01,NA,9.02944012993059,3.0389631745091,NA,NA,NA,NA,NA
"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo",2017-05-01,NA,0.636569613400869,0.801649643139929,NA,NA,NA,NA,NA
"R6C","Bartlett Reservoir near dock","verde","bartlett-hypo",2017-05-01,NA,12.0759848730231,8.0072374871331,NA,NA,NA,NA,NA
"R9A","Saguaro Lake near inlet","salt","saguaro-epi",2017-05-01,NA,8.19658164051427,1.57695868581404,NA,NA,NA,NA,NA
"R9A-Dup","Saguaro Lake near inlet","salt","saguaro-epi dup",2017-05-01,NA,8.14531300029656,1.12494144842277,NA,NA,NA,NA,NA
"R9B","Saguaro Lake near inlet","salt","saguaro-hypo",2017-05-01,NA,0.636569613400869,0.0458371898106087,NA,NA,NA,NA,NA
"R9C","Saguaro Lake near dock","salt","saguaro-hypo",2017-05-01,NA,0.636569613400869,0.0458371898106087,NA,NA,NA,NA,NA
"Roos In","Roosevelt at Salt river Inlet","salt","SRNR",2017-05-01,NA,NA,NA,NA,NA,NA,NA,NA
"Salt-Gila","Salt-Gila Pump Station",NA,"SGPS",2017-05-01,NA,1.25527516655323,1.64377258827505,NA,NA,NA,NA,NA
"SOCA","South Canal below CAP Cross-conect","srp","South canal below CAP",2017-05-01,NA,0.636569613400869,0.785988448420345,NA,NA,NA,NA,NA
"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In",2017-05-01,NA,0.636569613400869,0.842880135360875,NA,NA,NA,NA,NA
"SPT Out","Tempe's South Plant treated water","tempe","STP Out",2017-05-01,NA,0.636569613400869,1.02602022871438,NA,NA,NA,NA,NA
"UH In","Union Hills Inlet","cap","Union Hills Inlet",2017-05-01,NA,1.47342454470498,0.0458371898106087,NA,NA,NA,NA,NA
"UH Out","Union Hills Treated Water","cap","Union Hills Outlet",2017-05-01,NA,1.87786446374976,0.741322081847653,NA,NA,NA,NA,NA
"AN In","Anthem Inlet",NA,"Anthem In",2017-06-05,NA,0.619154901753034,1.28092486402118,NA,NA,NA,NA,NA
"AN Out","Anthem Outlet",NA,"Anthem Out",2017-06-05,NA,0.839050144945137,1.36832790791952,NA,NA,NA,NA,NA
"CH In","Chandler Inlet",NA,"Chandler Inlet",2017-06-05,NA,4.00742688409352,2.06085378021099,NA,NA,NA,NA,NA
"CH Out","Chandler Treated",NA,"Chandler Treated",2017-06-05,NA,2.21718798188319,2.2339650721426,NA,NA,NA,NA,NA
"Glen In","Glendale WTP Inlet","srp","Glen In",2017-06-05,NA,1.67798069097476,1.62295081050425,NA,NA,NA,NA,NA
"Glen Out","Glendale WTP Outlet","srp","Glen Out",2017-06-05,NA,0.558768398264244,1.13170212333048,NA,NA,NA,NA,NA
"GR In","Greenway WTP Inlet","srp","Green In",2017-06-05,NA,1.70257714483483,1.31764544109759,NA,NA,NA,NA,NA
"GR Out","Greenway WTP Outlet","srp","Green Out",2017-06-05,NA,0.199836912893074,0.94164287274822,NA,NA,NA,NA,NA
"Havasu 1","Havasu lake Sample",NA,"Havasu 1",2017-06-05,NA,-0.0387000718017809,1.49444007070349,NA,NA,NA,NA,NA
"HOC","Head of the Consolidated Canal","srp","Head of the Consolidated Canal",2017-06-05,NA,1.0399457321615,2.13090534263366,NA,NA,NA,NA,NA
"HTC","Head of the Tempe Canal","tempe","head of tempe canal",2017-06-05,NA,1.22464006234429,2.13373000240877,NA,NA,NA,NA,NA
"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87",2017-06-05,NA,1.43687652948415,2.03591606962503,NA,NA,NA,NA,NA
"Mesa Turnout","Mesa Turnout",NA,"MTO",2017-06-05,NA,0.978050866906414,0.034209536900893,NA,NA,NA,NA,NA
"MOC","Middle of the Consolidated Canal","srp","Middle of the Consolidated Canal",2017-06-05,NA,1.10430890783126,1.98999517213828,NA,NA,NA,NA,NA
"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet",2017-06-05,NA,1.55588212660352,2.2311404123675,NA,NA,NA,NA,NA
"NP Out","Tempe's North Plant treated water","tempe","north plant outlet",2017-06-05,NA,2.03779588127503,1.77152791467493,NA,NA,NA,NA,NA
"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima",2017-06-05,NA,1.34423479608306,2.12541743221345,NA,NA,NA,NA,NA
"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro",2017-06-05,NA,2.31984503781413,2.44468469136566,NA,NA,NA,NA,NA
"R11","CAP Canal at Cross-connect","cap","cap @ x con",2017-06-05,NA,1.17971839511482,1.56484352370203,NA,NA,NA,NA,NA
"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow",2017-06-05,NA,1.47811609284235,1.747155136044,NA,NA,NA,NA,NA
"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap",2017-06-05,NA,1.16145515991333,1.66927523081603,NA,NA,NA,NA,NA
"R14","AZ Canal - Inlet to 24th St WTP","srp","az canal @ 24th St",2017-06-05,NA,1.70404998638333,2.10758172334777,NA,NA,NA,NA,NA
"R15","24th St WTP treated water","srp","24th St-treated",2017-06-05,NA,0.954668206502941,0.94164287274822,NA,NA,NA,NA,NA
"R20","Verde River at Tangle","verde","verde abv horseshoe",2017-06-05,NA,-0.0387000718017809,0.034209536900893,NA,NA,NA,NA,NA
"R21","AZ Canal at Central Av.","srp","az canal @ central ave.",2017-06-05,NA,1.5935868702453,2.05746418848086,NA,NA,NA,NA,NA
"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.",2017-06-05,NA,1.36308716790395,1.90799933409515,NA,NA,NA,NA,NA
