ID,Site Number,Site location,Cluster,Site Acronym,month/date,Arsenic (ug/L),Perchlorate (ug/L)
944,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","06/13/06 00:00:00","4.4",
945,"R17","Deer Valley WTP treated water","srp","deer valley-treated","06/13/06 00:00:00","0",
946,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","06/13/06 00:00:00","5.2",
947,"R19","Val Vista WTP treated water","srp","val vista-treated","06/13/06 00:00:00","0",
948,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","06/13/06 00:00:00","4.4",
949,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","06/13/06 00:00:00","4.6",
950,"R25","verde river at beeline highway","verde","verde @ beeline","06/13/06 00:00:00","9.3",
951,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","06/13/06 00:00:00","4.6",
952,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","06/13/06 00:00:00","4.4",
953,"UH In","Union Hills Inlet","cap","Union Hills Inlet","06/13/06 00:00:00","0.0",
954,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","06/13/06 00:00:00","0.0",
955,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","06/13/06 00:00:00","4.8",
956,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","06/13/06 00:00:00","2.0",
957,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","06/13/06 00:00:00","4.8",
958,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","06/13/06 00:00:00","5.0",
959,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","06/13/06 00:00:00","5.2",
960,"SPT Out","Tempe's South Plant treated water","tempe","STP Out","06/13/06 00:00:00","3",
961,"Green In","Greenway WTP Inlet","srp","Green In","06/13/06 00:00:00","4.5",
1028,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","08/14/06 00:00:00","0.0",
1029,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","08/14/06 00:00:00","5.3",
1030,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","08/14/06 00:00:00","4.7",
1031,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","08/14/06 00:00:00","3.7",
1032,"SPT Out","Tempe's South Plant treated water","tempe","STP Out","08/14/06 00:00:00","0",
1033,"Green In","Greenway WTP Inlet","srp","Green In","08/14/06 00:00:00","6.2",
1034,"Green Out","Greenway WTP Outlet","srp","Green Out","08/14/06 00:00:00","0.0",
1035,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","08/14/06 00:00:00","3.5",
1036,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","08/14/06 00:00:00","4.5",
1037,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","08/14/06 00:00:00","16.2",
1038,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","08/14/06 00:00:00","10.6",
1039,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","08/14/06 00:00:00","5.1",
1040,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","08/14/06 00:00:00","5.1",
1041,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","08/14/06 00:00:00","4.0",
1042,"R20","Verde River at Tangle","verde","verde abv horseshoe","08/14/06 00:00:00","20.1",
1043,"Havasu 1","Havasu lake Sample",,"Havasu 1","08/14/06 00:00:00","2.3",
1044,"Havasu 2","Havasu lake Sample",,"Havasu 2","08/14/06 00:00:00",,
1045,"R3","Waddell Canal","cap","waddell canal","09/12/06 00:00:00","0.0",
1046,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","09/12/06 00:00:00","4.6",
1047,"R11","CAP Canal at Cross-connect","cap","cap @ x con","09/12/06 00:00:00","0.0",
1048,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","09/12/06 00:00:00","3.4",
1049,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","09/12/06 00:00:00","3.7",
1050,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","09/12/06 00:00:00","4.1",
1051,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","09/12/06 00:00:00","0.0",
1052,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","09/12/06 00:00:00","4.0",
1053,"R17","Deer Valley WTP treated water","srp","deer valley-treated","09/12/06 00:00:00","0",
1054,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","09/12/06 00:00:00","4.7",
1055,"R19","Val Vista WTP treated water","srp","val vista-treated","09/12/06 00:00:00","0",
1056,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","09/12/06 00:00:00","4.1",
1057,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","09/12/06 00:00:00","4.8",
1058,"R25","verde river at beeline highway","verde","verde @ beeline","09/12/06 00:00:00","9.2",
1059,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","09/12/06 00:00:00","4.8",
1060,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","09/12/06 00:00:00","4.3",
1061,"UH In","Union Hills Inlet","cap","Union Hills Inlet","09/12/06 00:00:00","2.0",
1062,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","09/12/06 00:00:00","0.0",
1063,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","09/12/06 00:00:00","4.1",
1064,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","09/12/06 00:00:00","0.0",
1065,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","09/12/06 00:00:00","0.0",
1066,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","09/12/06 00:00:00","4.6",
1067,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","09/12/06 00:00:00","5.0",
1068,"SPT Out","Tempe's South Plant treated water","tempe","STP Out","09/12/06 00:00:00","0",
1069,"Green In","Greenway WTP Inlet","srp","Green In","09/12/06 00:00:00","5.1",
1070,"Green Out","Greenway WTP Outlet","srp","Green Out","09/12/06 00:00:00",,
1071,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","09/12/06 00:00:00","3.0",
1072,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","09/12/06 00:00:00","3.6",
1073,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","09/12/06 00:00:00","15.5",
1074,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","09/12/06 00:00:00","10.8",
1075,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","09/12/06 00:00:00","4.5",
1076,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","09/12/06 00:00:00","4.5",
1077,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","09/12/06 00:00:00","4.6",
1078,"R20","Verde River at Tangle","verde","verde abv horseshoe","09/12/06 00:00:00","19.8",
1079,"Havasu 1","Havasu lake Sample",,"Havasu 1","09/12/06 00:00:00","0.0",
1080,"Havasu 2","Havasu lake Sample",,"Havasu 2","09/12/06 00:00:00",,
1081,"R3","Waddell Canal","cap","waddell canal","10/10/06 00:00:00",,
1082,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","10/10/06 00:00:00","5.5",
1083,"R11","CAP Canal at Cross-connect","cap","cap @ x con","10/10/06 00:00:00","2.0",
1084,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","10/10/06 00:00:00","<2.0",
1085,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","10/10/06 00:00:00","4.3",
1086,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","10/10/06 00:00:00","5.0",
1087,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","10/10/06 00:00:00","<2.0",
1088,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","10/10/06 00:00:00","3.5",
1089,"R17","Deer Valley WTP treated water","srp","deer valley-treated","10/10/06 00:00:00","<2.0",
1090,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","10/10/06 00:00:00","6.1",
1091,"R19","Val Vista WTP treated water","srp","val vista-treated","10/10/06 00:00:00","<2.0",
1092,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","10/10/06 00:00:00","5.3",
1093,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","10/10/06 00:00:00","6.0",
1635,"R3","Waddell Canal","cap","waddell canal","01/07/08 00:00:00","0.0",
1636,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","01/07/08 00:00:00","2.8",
1637,"R11","CAP Canal at Cross-connect","cap","cap @ x con","01/07/08 00:00:00","2.1",
1638,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","01/07/08 00:00:00",,
1639,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","01/07/08 00:00:00","0.0",
1640,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","01/07/08 00:00:00","9.4",
1641,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","01/07/08 00:00:00","4.0",
1642,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","01/07/08 00:00:00",,
1643,"R17","Deer Valley WTP treated water","srp","deer valley-treated","01/07/08 00:00:00",,
1644,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","01/07/08 00:00:00","8.8",
1645,"R19","Val Vista WTP treated water","srp","val vista-treated","01/07/08 00:00:00","0.0",
1646,"R19","Val Vista WTP treated water-West","srp","val vista-treated-West","01/07/08 00:00:00",,
1647,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","01/07/08 00:00:00","7.8",
1648,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","01/07/08 00:00:00","6.5",
1649,"R25","verde river at beeline highway","verde","verde @ beeline","01/07/08 00:00:00","5.5",
1650,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","01/07/08 00:00:00",,
1651,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","01/07/08 00:00:00","8.9",
1652,"UH In","Union Hills Inlet","cap","Union Hills Inlet","01/07/08 00:00:00","0.0",
1653,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","01/07/08 00:00:00","0.0",
1654,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","01/07/08 00:00:00",,
1655,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","01/07/08 00:00:00",,
1656,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","01/07/08 00:00:00","8.8",
1657,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","01/07/08 00:00:00","6.9",
1658,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","01/07/08 00:00:00","6.8",
1659,"SPT Out","Tempe's South Plant treated water","tempe","STP Out","01/07/08 00:00:00","2.7",
1660,"Glen In","Glendale WTP Inlet","srp","Glen In","01/07/08 00:00:00","4.8",
1661,"Glen Out","Glendale WTP Outlet","srp","Glen Out","01/07/08 00:00:00",,
1662,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","01/07/08 00:00:00",,
1663,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","01/07/08 00:00:00",,
1664,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","01/07/08 00:00:00",,
1665,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","01/07/08 00:00:00",,
1666,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","01/07/08 00:00:00","3.7",
337,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","01/18/05 00:00:00",,
338,"R25","verde river at beeline highway","verde","verde @ beeline","01/18/05 00:00:00","6.1",
339,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","01/18/05 00:00:00",,
340,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","01/18/05 00:00:00",,
341,"UH In","Union Hills Inlet","cap","Union Hills Inlet","01/18/05 00:00:00","4.9",
342,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","01/18/05 00:00:00","0.0",
343,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","01/18/05 00:00:00",,
344,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","01/18/05 00:00:00",,
345,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","01/18/05 00:00:00","6.5",
346,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","01/18/05 00:00:00","6.7",
347,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","01/18/05 00:00:00","8.0",
348,"SPT Out","Tempe's South Plant treated water","tempe","STP Out","01/18/05 00:00:00","0.0",
349,"Green In","Greenway WTP Inlet","srp","Green In","01/18/05 00:00:00",,
350,"Green Out","Greenway WTP Outlet","srp","Green Out","01/18/05 00:00:00",,
351,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","01/18/05 00:00:00","3.6",
352,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","01/18/05 00:00:00","3.5",
353,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","01/18/05 00:00:00","7.4",
354,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","01/18/05 00:00:00","7.1",
355,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","01/18/05 00:00:00","6.2",
356,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","01/18/05 00:00:00","5.3",
357,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","01/18/05 00:00:00","5.6",
358,"R20","Verde River at Tangle","verde","verde abv horseshoe","01/18/05 00:00:00","7.2",
359,"Havasu 1","Havasu lake Sample",,"Havasu 1","01/18/05 00:00:00","4.5",
360,"Havasu 2","Havasu lake Sample",,"Havasu 2","01/18/05 00:00:00",,
361,"R3","Waddell Canal","cap","waddell canal","02/15/05 00:00:00","2.7",
362,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","02/15/05 00:00:00","4.7",
363,"R11","CAP Canal at Cross-connect","cap","cap @ x con","02/15/05 00:00:00","2.9",
364,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","02/15/05 00:00:00","6.9",
365,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","02/15/05 00:00:00","6.9",
366,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","02/15/05 00:00:00","8.0",
367,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","02/15/05 00:00:00",,
368,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","02/15/05 00:00:00","8.9",
369,"R17","Deer Valley WTP treated water","srp","deer valley-treated","02/15/05 00:00:00","0.0",
370,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","02/15/05 00:00:00","7.5",
371,"R19","Val Vista WTP treated water","srp","val vista-treated","02/15/05 00:00:00","2.6",
372,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","02/15/05 00:00:00","7.2",
373,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","02/15/05 00:00:00","6.8",
374,"R25","verde river at beeline highway","verde","verde @ beeline","02/15/05 00:00:00","7.1",
375,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","02/15/05 00:00:00","7.0",
376,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","02/15/05 00:00:00","6.9",
377,"UH In","Union Hills Inlet","cap","Union Hills Inlet","02/15/05 00:00:00","4.1",
378,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","02/15/05 00:00:00","0.0",
379,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","02/15/05 00:00:00",,
380,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","02/15/05 00:00:00",,
381,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","02/15/05 00:00:00","6.8",
382,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","02/15/05 00:00:00","5.3",
383,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","02/15/05 00:00:00","6.6",
384,"SPT Out","Tempe's South Plant treated water","tempe","STP Out","02/15/05 00:00:00","0.0",
385,"Green In","Greenway WTP Inlet","srp","Green In","02/15/05 00:00:00","7.0",
386,"Green Out","Greenway WTP Outlet","srp","Green Out","02/15/05 00:00:00",,
387,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","02/15/05 00:00:00","4.2",
388,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","02/15/05 00:00:00","4.9",
389,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","02/15/05 00:00:00","6.8",
390,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","02/15/05 00:00:00","8.3",
391,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","02/15/05 00:00:00","7.7",
392,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","02/15/05 00:00:00","7.7",
393,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","02/15/05 00:00:00","5.8",
394,"R20","Verde River at Tangle","verde","verde abv horseshoe","02/15/05 00:00:00","5.3",
395,"Havasu 1","Havasu lake Sample",,"Havasu 1","02/15/05 00:00:00","2.1",
396,"Havasu 2","Havasu lake Sample",,"Havasu 2","02/15/05 00:00:00",,
397,"R3","Waddell Canal","cap","waddell canal","03/15/05 00:00:00","2.7",
398,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","03/15/05 00:00:00","4.2",
399,"R11","CAP Canal at Cross-connect","cap","cap @ x con","03/15/05 00:00:00","3.2",
400,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","03/15/05 00:00:00","5.5",
401,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","03/15/05 00:00:00","5.2",
402,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","03/15/05 00:00:00","6.6",
403,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","03/15/05 00:00:00",,
404,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","03/15/05 00:00:00","5.3",
405,"R17","Deer Valley WTP treated water","srp","deer valley-treated","03/15/05 00:00:00","0.0",
406,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","03/15/05 00:00:00",,
407,"R19","Val Vista WTP treated water","srp","val vista-treated","03/15/05 00:00:00","2.8",
408,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","03/15/05 00:00:00","0.0",
409,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","03/15/05 00:00:00","6.2",
410,"R25","verde river at beeline highway","verde","verde @ beeline","03/15/05 00:00:00","0.0",
411,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","03/15/05 00:00:00","5.2",
412,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","03/15/05 00:00:00","0.0",
413,"UH In","Union Hills Inlet","cap","Union Hills Inlet","03/15/05 00:00:00","3.4",
414,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","03/15/05 00:00:00","0.0",
415,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","03/15/05 00:00:00",,
416,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","03/15/05 00:00:00",,
417,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","03/15/05 00:00:00","0.0",
418,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","03/15/05 00:00:00","5.7",
419,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","03/15/05 00:00:00","5.1",
420,"SPT Out","Tempe's South Plant treated water","tempe","STP Out","03/15/05 00:00:00","0.0",
421,"Green In","Greenway WTP Inlet","srp","Green In","03/15/05 00:00:00","6.1",
422,"Green Out","Greenway WTP Outlet","srp","Green Out","03/15/05 00:00:00",,
423,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","03/15/05 00:00:00","4.1",
424,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","03/15/05 00:00:00","3.7",
425,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","03/15/05 00:00:00","5.1",
